opportunistic infection,1.875
exomphalos,2.75
menopause,1.875
strangury,1.875
bruxism,2.75
renal tubular acidosis,2.75
iiird nerve paralysis,2.75
blindness transient,2.75
cyanosis,3.625
paralysis,1.875
pseudomembranous colitis,2.75
oesophageal candidiasis,2.75
eye movement disorder,2.75
left ventricular failure,1.875
cardiac valve disease,1.875
cerebral ischaemia,2.75
retinal haemorrhage,2.75
calculus urinary,1.875
horner's syndrome,3.625
lymphatic disorder,1.875
opisthotonus,1.875
application site reaction,4.0
pancreatitis necrotising,1.875
night blindness,2.75
jarisch-herxheimer reaction,1.875
hair growth abnormal,1.875
vulvovaginal pruritus,2.75
radiation injury,1.875
fat redistribution,1.875
chapped lips,1.875
osteonecrosis of jaw,2.75
normochromic normocytic anaemia,1.875
testicular pain,1.875
refraction disorder,1.875
dysthymic disorder,1.875
ovarian cancer,2.75
respiratory arrest,1.875
monocyte count increased,1.875
paraesthesia,1.875
cardiac murmur,1.875
diabetic neuropathy,4.875
neutropenic infection,2.75
anaphylactic shock,2.75
acute interstitial pneumonitis,1.875
dry eye,1.875
application site warmth,4.0
hypoaesthesia eye,2.75
hepatic failure,1.875
hirsutism,2.75
renal failure chronic,1.875
sensory loss,1.875
cardiovascular insufficiency,2.75
meningism,1.875
joint injury,1.875
synovitis,1.875
urethral haemorrhage,2.75
smear cervix abnormal,1.875
gastrointestinal disorder,1.875
local swelling,1.875
saliva altered,1.875
abnormal faeces,1.875
intracranial pressure increased,1.875
international normalised ratio increased,1.875
cerebellar syndrome,1.875
cerebrovascular disorder,2.75
polymyalgia rheumatica,2.75
eosinophil count increased,1.875
contusion,4.5
hyperglycaemia,4.0
herpes zoster,2.75
rhinalgia,1.875
"hallucinations, mixed",1.875
sedation,1.875
ototoxicity,2.75
spontaneous penile erection,1.875
hepatic necrosis,1.875
oesophageal stenosis,1.875
monocytosis,1.875
pulse abnormal,1.875
pneumonia streptococcal,0
haemolytic anaemia,1.875
organising pneumonia,1.875
ureteric obstruction,1.875
sarcoidosis,1.875
hepatomegaly,1.875
orgasm abnormal,2.75
azotaemia,1.875
myopathy,1.875
delusion,1.875
syncope,3.625
exophthalmos,2.75
uterine cervical erosion,1.875
vitreous floaters,1.875
injection site hypersensitivity,4.875
hip fracture,2.75
leukoencephalopathy,1.875
pericarditis,1.875
tardive dyskinesia,1.875
polyp,2.75
neoplasm skin,4.0
cardiac death,2.75
bacterial infection,1.875
nephropathy,1.875
hypertonic bladder,2.75
eyelid oedema,4.375
intestinal ulcer,1.875
unresponsive to stimuli,1.875
scrotal oedema,1.875
menstruation irregular,2.75
retinal exudates,2.75
renal papillary necrosis,4.875
proctocolitis,1.875
stupor,2.75
disturbance in sexual arousal,1.875
hypermagnesaemia,1.875
dyspepsia,1.875
autoimmune haemolytic anaemia,2.75
endocrine disorder,1.875
sinus bradycardia,1.875
osteopenia,2.75
discomfort,1.875
stevens-johnson syndrome,4.5
swelling face,3.5
fistula,1.875
nephritis,1.875
cleft palate,2.75
ejaculation disorder,1.875
paranasal sinus hypersecretion,1.875
hypoaesthesia,1.875
hypoplastic anaemia,1.875
hordeolum,2.75
nodular regenerative hyperplasia,1.875
myoglobin urine present,1.875
endometrial cancer,2.75
tubulointerstitial nephritis,1.875
cogwheel rigidity,2.75
breast discharge,1.875
musculoskeletal chest pain,2.75
gastrointestinal obstruction,1.875
metabolic disorder,1.875
ketonuria,1.875
hangover,1.875
nightmare,1.875
x-linked lymphoproliferative syndrome,6.625
tumour pain,1.875
blood bilirubin abnormal,1.875
hair colour changes,1.875
anencephaly,2.75
electrocardiogram st segment depression,1.875
hearing impaired,1.875
blood pressure fluctuation,1.875
hypogeusia,2.75
lip dry,1.875
osteonecrosis,2.75
albuminuria,1.875
oral mucosal blistering,0
nystagmus,2.75
gastrointestinal pain,1.875
psychomotor skills impaired,2.75
depressed mood,1.875
cardiac output decreased,1.875
developmental delay,1.875
carpal tunnel syndrome,1.875
salpingitis,2.75
cardiac tamponade,1.875
lipodystrophy acquired,2.75
instillation site pain,4.0
wound,1.875
prothrombin time shortened,1.875
application site burn,4.875
inflammatory bowel disease,1.875
dependence,1.875
muscle injury,2.75
blindness cortical,2.75
gastrooesophageal reflux disease,1.875
middle insomnia,3.5
urethritis noninfective,1.875
iridocyclitis,1.875
hepatobiliary disease,1.875
joint stiffness,1.875
ophthalmic herpes simplex,2.75
arachnoiditis,2.75
complex regional pain syndrome,2.75
depression,1.875
urine abnormality,1.875
lung disorder,1.875
eosinophilic pneumonia,2.75
obliterative bronchiolitis,1.875
akinesia,1.875
hyperamylasaemia,1.875
lipohypertrophy,2.75
spinal cord disorder,1.875
posterior reversible encephalopathy syndrome,0
epidural haemorrhage,0
oedema,2.75
metrorrhagia,1.875
arteriospasm coronary,2.75
arteriosclerosis,1.875
graft loss,1.875
hypotonia,2.75
hepatitis cholestatic,1.875
hyperhidrosis,2.75
haemangioma,2.75
sensory disturbance,1.875
dysphoria,1.875
splenic infarction,2.75
vascular insufficiency,1.875
malignant hypertension,1.875
reticulocytosis,1.875
subileus,1.875
feeling abnormal,1.875
necrotising fasciitis,2.75
pancreatic disorder,1.875
otitis media,2.75
hyperinsulinism,4.0
gastrointestinal sounds abnormal,1.875
deafness,1.875
euphoric mood,1.875
impaired healing,1.875
pancreatitis acute,1.875
blood potassium increased,1.875
nasal ulcer,1.875
leukoplakia oral,1.875
salivary gland enlargement,1.875
cycloplegia,2.75
balanitis,1.875
vascular purpura,3.625
breast swelling,1.875
male sexual dysfunction,2.75
floppy iris syndrome,3.625
hyperphosphataemia,1.875
urethral disorder,1.875
depression suicidal,1.875
generalised oedema,2.75
sunburn,2.75
energy increased,1.875
vaginal inflammation,1.875
transfusion reaction,3.625
burning sensation,2.75
trismus,2.75
benign neoplasm of skin,4.0
hunger,2.75
steatorrhoea,1.875
ventricular arrhythmia,1.875
application site pain,4.0
decubitus ulcer,1.875
poisoning,1.875
hyperkalaemia,1.875
dermoid cyst,2.75
masked facies,1.875
drug interaction,1.875
small intestinal obstruction,1.875
menopausal symptoms,1.875
prostatic disorder,1.875
prostatomegaly,1.875
haemorrhage,1.875
pulmonary fibrosis,1.875
myocardial rupture,2.75
sensation of heaviness,1.875
myalgia,1.875
skin exfoliation,1.875
plasmacytoma,4.0
septic shock,2.75
neutrophil count decreased,1.875
electrocardiogram qrs complex abnormal,1.875
cauda equina syndrome,1.875
scleritis,2.75
stridor,1.875
gingival bleeding,2.75
tinnitus,2.75
pelvic pain,3.625
hernia,1.875
caecitis,1.875
respiratory disorder,1.875
peripheral vascular disorder,1.875
ovarian hyperstimulation syndrome,2.75
blood bilirubin decreased,1.875
vision blurred,2.75
iron deficiency anaemia,2.75
fungaemia,1.875
folliculitis,2.75
staphylococcal bacteraemia,1.875
spinal cord injury,2.75
chemical cystitis,2.75
cheilitis,2.75
oesophageal ulcer,1.875
paronychia,2.75
retrograde ejaculation,1.875
pulmonary eosinophilia,2.75
apraxia,2.75
muscle mass,1.875
ill-defined disorder,1.875
venoocclusive disease,1.875
withdrawal syndrome,2.75
ear pain,1.875
tongue disorder,1.875
breast cancer,2.75
pituitary tumour benign,2.75
lymphoedema,2.75
lacrimation increased,1.875
arterial spasm,1.875
anterior chamber inflammation,1.875
hypotension,1.875
gastric ph decreased,1.875
oedema mouth,4.375
hyperkeratosis,1.875
skin discolouration,1.875
upper-airway cough syndrome,1.875
ecchymosis,3.625
blood creatine phosphokinase increased,1.875
goitre,2.75
intentional self-injury,1.875
hypertrophic cardiomyopathy,2.75
pleurisy,1.875
obstructive airways disorder,1.875
coma,1.875
gingivitis,2.75
nephrogenic diabetes insipidus,2.75
cold sweat,2.75
biliary colic,1.875
flushing,3.625
conjunctival follicles,1.875
capillary leak syndrome,2.75
tracheitis,2.75
oesophageal achalasia,1.875
renal function test abnormal,1.875
subcutaneous abscess,2.75
anaemia macrocytic,2.75
night sweats,2.75
non-cardiac chest pain,2.75
hyperuricaemia,1.875
leukoderma,1.875
tongue paralysis,2.75
arterial thrombosis,1.875
haematemesis,2.75
central nervous system stimulation,1.875
flatulence,1.875
electroencephalogram abnormal,1.875
peroneal nerve palsy,1.875
weight increased,1.875
onycholysis,1.875
dermatitis psoriasiform,1.875
confusional state,2.75
pneumothorax,1.875
breast feeding,1.875
rash erythematous,1.875
"hallucination, auditory",1.875
pathogen resistance,0
proctitis,1.875
bone disorder,1.875
injection site coldness,4.0
pulmonary oedema,2.75
hypotrichosis,1.875
glucose tolerance impaired,4.0
oral candidiasis,2.75
bronchial hyperreactivity,1.875
snoring,1.875
cardiomegaly,1.875
pulmonary toxicity,2.75
vein disorder,1.875
pemphigoid,2.75
electrocardiogram u-wave abnormality,1.875
cerebral arteritis,2.75
uterine rupture,3.625
prostatic specific antigen increased,1.875
bronchospasm,2.75
blood phosphorus decreased,1.875
central nervous system neoplasm,4.0
urinary retention,1.875
punctate keratitis,1.875
lymphoma,4.0
keratoacanthoma,4.0
eczema,1.875
metastatic neoplasm,1.875
brain cancer metastatic,4.0
monoparesis,1.875
electrocardiogram abnormal,1.875
tracheobronchitis,2.75
injection site haemorrhage,4.875
injection site pruritus,4.875
ichthyosis acquired,1.875
elevated mood,1.875
upper respiratory tract congestion,1.875
vascular pain,0
mucosal ulceration,1.875
effusion,1.875
neurological symptom,1.875
loss of libido,1.875
haemoglobin decreased,1.875
parkinsonian rest tremor,1.875
hemiplegia,1.875
nail pigmentation,1.875
buccoglossal syndrome,2.75
coagulation time prolonged,1.875
respiratory paralysis,2.75
hiccups,2.75
duodenitis haemorrhagic,2.75
vitiligo,2.75
body temperature increased,1.875
skin cancer,4.0
otitis externa,2.75
enlarged clitoris,2.75
hormone level abnormal,1.875
corneal oedema,1.875
nail disorder,1.875
benign breast neoplasm,2.75
type i hypersensitivity,1.875
balance disorder,1.875
protein urine present,1.875
soft tissue injury,2.75
personality change,2.75
oesophageal disorder,1.875
granulocytosis,1.875
galactorrhoea,2.75
feeling of body temperature change,1.875
vulvovaginal pain,1.875
ovarian disorder,1.875
maculopathy,1.875
squamous cell carcinoma of skin,4.0
squamous cell carcinoma,1.875
gastrointestinal motility disorder,1.875
initial insomnia,0
ventricular hypertrophy,1.875
optic ischaemic neuropathy,3.625
bundle branch block right,1.875
mental disorder,1.875
dysuria,1.875
white blood cell disorder,1.875
thrombosis,1.875
lymphadenitis,1.875
libido increased,2.75
blood prolactin increased,1.875
amblyopia,1.875
hyperlipidaemia,1.875
cor pulmonale,4.375
bronchopneumonia,2.75
bacterial disease carrier,1.875
headache,1.875
autoimmune disorder,1.875
rash follicular,1.875
upper airway obstruction,1.875
autonomic nervous system imbalance,3.625
bleeding time prolonged,1.875
ischaemic stroke,2.75
neurogenic bladder,2.75
angiopathy,1.875
pharyngitis streptococcal,2.75
carbohydrate tolerance decreased,1.875
dermatomyositis,3.625
cystitis noninfective,1.875
dermatitis bullous,1.875
neoplasm prostate,2.75
gastrointestinal inflammation,1.875
pharyngeal disorder,1.875
inguinal hernia,1.875
blood insulin increased,1.875
microsomia,0
ulcerative keratitis,2.75
nuchal rigidity,2.75
drug tolerance,1.875
lung neoplasm malignant,2.75
anal haemorrhage,2.75
corneal abrasion,2.75
memory impairment,2.75
muscle spasms,1.875
anosmia,2.75
blood urine,1.875
injection site swelling,4.0
chest pain,3.625
dry mouth,1.875
rhabdomyolysis,1.875
yawning,1.875
nervousness,1.875
pleural disorder,1.875
colitis microscopic,1.875
functional gastrointestinal disorder,0
myasthenic syndrome,4.5
depressive symptom,1.875
aura,1.875
vascular occlusion,1.875
lymphopenia,1.875
peyronie's disease,1.875
necrotising enterocolitis neonatal,2.75
drug level increased,1.875
vestibular disorder,2.75
thermal burn,1.875
renal tubular disorder,1.875
blood bicarbonate decreased,1.875
cheilosis,2.75
anaemia,1.875
fungal skin infection,2.75
viith nerve paralysis,1.875
schizophreniform disorder,1.875
dyskinesia,1.875
hypomenorrhoea,2.75
amenorrhoea,2.75
disinhibition,1.875
thyroid neoplasm,2.75
red blood cell count increased,1.875
asthenopia,1.875
overdose,1.875
hypoglycaemia,4.0
gastrointestinal infection,2.75
hallucination,1.875
urinary hesitation,1.875
thrombocytosis,1.875
nephropathy toxic,2.75
hypercalciuria,3.625
rhonchi,1.875
retching,1.875
vulvitis,2.75
ear discomfort,1.875
atrioventricular block,1.875
erythema,1.875
bladder cancer,2.75
malignant melanoma,4.0
libido disorder,2.75
xanthopsia,1.875
aggression,1.875
autonomic neuropathy,1.875
lymphocyte count decreased,1.875
cranial nerve paralysis,1.875
liver function test abnormal,1.875
increased bronchial secretion,1.875
intestinal perforation,1.875
conduction disorder,1.875
testicular atrophy,2.75
tumour lysis syndrome,2.75
osteoporosis,2.75
drug withdrawal convulsions,2.75
acute sinusitis,2.75
bradyphrenia,2.75
hypokinesia,1.875
episcleritis,2.75
conjunctival hyperaemia,1.875
multi-organ failure,1.875
periorbital oedema,4.375
eyelid disorder,2.75
choking sensation,2.75
depersonalisation,1.875
benign prostatic hyperplasia,1.875
fracture,2.75
procedural haemorrhage,2.75
lung infection,2.75
flat affect,1.875
gastric disorder,1.875
cerebrovascular accident,2.75
mutism,2.75
acute myocardial infarction,2.75
vaginal disorder,1.875
gingival hyperplasia,1.875
akathisia,2.75
bone marrow toxicity,2.75
metastasis,1.875
toxic epidermal necrolysis,4.5
pneumonia aspiration,1.875
amylase increased,1.875
hypothyroidism,2.75
respiratory tract infection viral,2.75
vitreous haemorrhage,2.75
steroid withdrawal syndrome,3.625
oropharyngeal swelling,5.25
genital candidiasis,2.75
drooling,1.875
corneal deposits,1.875
virilism,2.75
respiratory failure,2.75
blood creatinine increased,1.875
protein total decreased,1.875
eyelid ptosis,2.75
progressive multifocal leukoencephalopathy,2.75
catheter site haemorrhage,4.875
physical assault,0
micturition disorder,1.875
torsade de pointes,1.875
motion sickness,2.75
viral diarrhoea,2.75
iris hyperpigmentation,1.875
oxygen saturation decreased,1.875
hyperaesthesia,1.875
genital pain,1.875
extrapyramidal disorder,1.875
ocular hyperaemia,1.875
flank pain,3.625
mucous membrane disorder,1.875
miliaria,0
weight decreased,1.875
dermatitis contact,3.625
infusion site reaction,4.0
endocarditis,2.75
necrosis ischaemic,1.875
regurgitation,1.875
electrocardiogram st segment,1.875
meningitis,2.75
premenstrual syndrome,2.75
coma hepatic,2.75
alkalosis hypokalaemic,1.875
insomnia,3.5
gravitational oedema,2.75
endometrial hyperplasia,1.875
myxoedema,2.75
inflammation,1.875
blood creatinine abnormal,1.875
laceration,2.75
self injurious behaviour,1.875
electrocardiogram pr prolongation,1.875
rales,1.875
skin bacterial infection,2.75
heat stroke,2.75
glossitis,1.875
aspartate aminotransferase increased,1.875
surgery,1.875
thrombophlebitis superficial,1.875
blood alkaline phosphatase increased,1.875
retroperitoneal haemorrhage,2.75
injection site thrombosis,4.875
cystitis haemorrhagic,1.875
palmar-plantar erythrodysaesthesia syndrome,2.75
peliosis hepatis,1.875
sleep apnoea syndrome,3.625
pneumonia bacterial,2.75
tongue ulceration,1.875
venous insufficiency,1.875
ophthalmoplegia,2.75
status epilepticus,1.875
cerebral artery embolism,2.75
hyperpathia,1.875
fibromyalgia,1.875
gastrointestinal fistula,1.875
idiopathic pulmonary fibrosis,2.75
melanocytic naevus,4.0
vasodilation procedure,1.875
breast mass,1.875
application site rash,4.875
myasthenia gravis,3.625
immunoglobulins increased,1.875
skin hypertrophy,1.875
acute hepatic failure,1.875
alcohol intolerance,1.875
myelitis,2.75
ear disorder,1.875
cervix disorder,1.875
asocial behaviour,1.875
breath holding,2.75
hypercholesterolaemia,1.875
drug eruption,3.625
perineal pain,1.875
paralysis flaccid,1.875
endophthalmitis,2.75
immune-mediated necrotising myopathy,0
tenderness,1.875
coordination abnormal,1.875
painful respiration,1.875
endometrial hypertrophy,1.875
scleral thinning,1.875
chromatopsia,1.875
drug reaction with eosinophilia and systemic symptoms,0
unintended pregnancy,1.875
thrombophlebitis,1.875
renal colic,1.875
crohn's disease,2.75
cushingoid,4.5
thirst,2.75
angle closure glaucoma,1.875
mental retardation,3.5
oesophagitis,1.875
creatinine renal clearance decreased,1.875
abdominal pain,1.875
acute leukaemia,4.0
convulsion,0
gallbladder disorder,1.875
cough,1.875
conversion disorder,1.875
psychiatric symptom,1.875
abnormal dreams,2.75
drug intolerance,1.875
agitation,2.75
retinal vein occlusion,2.75
hypercapnia,2.75
diverticulitis,2.75
corneal perforation,2.75
gastric polyps,2.75
anorgasmia,1.875
influenza like illness,1.875
application site induration,4.0
skin odour abnormal,1.875
skin oedema,1.875
heart rate irregular,1.875
candiduria,2.75
cerumen impaction,1.875
chronic obstructive pulmonary disease,1.875
lung infiltration,1.875
hypertriglyceridaemia,1.875
laboratory test abnormal,1.875
mood swings,1.875
uterine haemorrhage,2.75
genital haemorrhage,2.75
bronchitis,2.75
blood urine present,1.875
sensation of foreign body,1.875
blood thromboplastin decreased,1.875
torticollis,2.75
spinal cord compression,1.875
oral disorder,1.875
sialoadenitis,2.75
cardiopulmonary failure,2.75
blood potassium decreased,1.875
bipolar disorder,1.875
kaposi's sarcoma,2.75
rash generalised,1.875
ventricular dysfunction,1.875
acne,1.875
foetal disorder,1.875
skin lesion,1.875
dysphagia,1.875
acute myeloid leukaemia,4.0
abdominal tenderness,1.875
hepatitis toxic,2.75
grand mal convulsion,1.875
hyperammonaemia,2.75
serotonin syndrome,3.625
eating disorder,2.75
neuritis,1.875
aortic aneurysm,1.875
coronary artery thrombosis,2.75
blood glucose increased,1.875
tachyarrhythmia,1.875
injection site abscess,4.875
hyperchloraemia,1.875
somnambulism,2.75
disability,1.875
myelodysplastic syndrome,4.0
cryptococcosis,1.875
drug tolerance decreased,1.875
obesity,1.875
conjunctival oedema,1.875
eye oedema,1.875
optic neuritis,3.625
musculoskeletal pain,1.875
nephritic syndrome,1.875
haematocrit decreased,1.875
rash,1.875
mucosal inflammation,1.875
bone pain,1.875
encephalitis,2.75
embolism venous,1.875
angina unstable,2.75
parkinson's disease,1.875
pulmonary hypertension,3.5
eyelids pruritus,2.75
cholestasis,1.875
exfoliative rash,1.875
pharyngeal oedema,4.375
pregnancy,1.875
hypercalcaemia,2.75
wound infection,2.75
phlebitis,2.75
drug-induced liver injury,2.75
cataract,1.875
enterocolitis,1.875
polyarteritis nodosa,4.5
acute coronary syndrome,2.75
multiple pregnancy,1.875
hepatic encephalopathy,2.75
vulvovaginal mycotic infection,2.75
tendon disorder,1.875
drug effect increased,1.875
gastroenteritis,2.75
viraemia,1.875
malnutrition,1.875
myocardial infarction,2.75
pulmonary alveolar haemorrhage,2.75
emphysema,1.875
haemolytic uraemic syndrome,2.75
urosepsis,2.75
febrile neutropenia,2.75
renal cell carcinoma,2.75
viral upper respiratory tract infection,2.75
skin papilloma,4.875
patent ductus arteriosus,3.625
schizophrenia,1.875
arthritis,1.875
erythema nodosum,2.75
blood pressure systolic increased,1.875
aspergillus infection,0
erythema of eyelid,2.75
secondary adrenocortical insufficiency,2.75
adrenocortical insufficiency acute,2.75
electrocardiogram t wave abnormal,1.875
motor dysfunction,1.875
nausea,1.875
dizziness postural,3.625
peripheral nerve palsy,1.875
pericardial effusion,1.875
cardiogenic shock,2.75
proctalgia,1.875
device related infection,2.75
orthostatic hypotension,2.75
vertigo positional,2.75
conjunctival irritation,1.875
gastrointestinal candidiasis,2.75
hypothermia,2.75
rash maculo-papular,1.875
haemothorax,3.625
blood uric acid increased,1.875
nodal rhythm,1.875
corneal disorder,1.875
hyponatraemia,1.875
neutropenic sepsis,2.75
alkalosis,1.875
application site vesicles,4.875
cholangitis,1.875
extravasation,1.875
eye infection,2.75
tongue discolouration,1.875
hypouricaemia,1.875
folate deficiency,1.875
blood magnesium decreased,1.875
ligament sprain,2.75
ventricular fibrillation,1.875
gastric ulcer,1.875
tearfulness,1.875
genital discharge,1.875
infusion site phlebitis,4.875
nasal dryness,1.875
monoplegia,1.875
arteritis,1.875
gastrointestinal ulcer,1.875
vascular anomaly,2.75
melanosis,1.875
dental caries,1.875
skin irritation,1.875
ureteral spasm,1.875
oedema peripheral,3.625
serositis,1.875
light anaesthesia,1.875
purpura non-thrombocytopenic,1.875
acquired immunodeficiency syndrome,2.75
glaucoma,1.875
granuloma,2.75
sudden hearing loss,1.875
hypovolaemic shock,1.875
abdominal distension,1.875
nodule,1.875
localised oedema,3.625
vaginal discharge,1.875
pathological gambling,1.875
arterial insufficiency,1.875
petit mal epilepsy,1.875
retroperitoneal fibrosis,3.625
raynaud's phenomenon,1.875
thinking abnormal,2.75
osteomalacia,3.625
drug dependence,1.875
hair disorder,1.875
endometritis,2.75
halo vision,1.875
scab,1.875
costochondritis,1.875
migraine,2.75
hyperacusis,2.75
accidental exposure to product,1.875
affect lability,1.875
hodgkin's disease lymphocyte predominance type stage unspecified,0
premature labour,1.875
myelitis transverse,2.75
panic attack,1.875
rheumatoid arthritis,2.75
dysmenorrhoea,1.875
hypertensive crisis,1.875
encephalopathy,1.875
rash macular,1.875
application site hypersensitivity,4.875
xanthoma,2.75
sick sinus syndrome,1.875
agranulocytosis,1.875
ejaculation failure,1.875
osteoporotic fracture,3.625
sleep disorder,1.875
nephrocalcinosis,1.875
hyperplasia,1.875
cancer pain,1.875
scleroderma,3.625
hypokalaemia,1.875
acute febrile neutrophilic dermatosis,2.75
thyroid disorder,1.875
faecaloma,1.875
