craniosynostosis,"['a03.011.002.001', 'a15.011.002.001']"
basedow's disease,"['a05.002.002.003', 'a10.004.008.004', 'a06.009.004.003']"
infertility,['a21.003.002.001']
benign intracranial hypertension,['a17.007.002.001']
slipped femoral capital epiphysis,0
epiphysiolysis,"['a15.002.002.002', 'a12.004.003.003']"
heat intolerance,['a08.001.009.023']
temperature intolerance,['a08.001.009.022']
fluid loss,0
cns depression nos,0
proteinuria,['a20.002.001.011']
protein urine present,['a13.013.002.006']
psoriasis,"['a23.003.014.002', 'a10.002.001.036']"
restless legs syndrome,"['a17.002.007.008', 'a15.005.003.012']"
gastric disorder,['a07.011.001.003']
abnormal bowel sounds,0
gastrointestinal sounds abnormal,['a07.001.001.002']
visual acuity reduced,"['a06.002.003.001', 'a17.017.001.011']"
tongue ulceration,['a07.014.001.003']
oedema mouth,"['a23.004.001.008', 'a07.005.004.001', 'a10.001.005.006']"
hand dermatitis,['a23.003.004.032']
night cramps,0
laboratory test abnormal,['a13.018.001.001']
vertigo positional,"['a17.002.012.004', 'a04.004.001.005']"
oral mucosal blistering,0
dreamy state,['a17.012.002.001']
alkalosis,['a14.001.002.001']
distention,0
faecalith,['a07.001.003.007']
faecaloma,['a07.001.003.004']
methaemoglobinaemia,['a01.005.001.002']
nephrocalcinosis,['a20.004.001.001']
hyperphosphataemia,['a14.004.003.007']
acute bronchitis,0
tracheobronchitis,"['a22.007.003.010', 'a11.001.013.008']"
bleeding time prolonged,['a13.001.002.002']
creatinine increased,0
metabolic alkalosis,['a14.001.002.004']
pharyngeal oedema,"['a23.004.001.016', 'a10.001.005.016', 'a22.004.005.003']"
numbness generalized,0
taste salty,0
renal tubular necrosis,['a20.001.007.003']
acute phosphate nephropathy,"['a20.005.003.006', 'a14.004.003.005']"
mucosal bleeding,0
mucosal haemorrhage,"['a24.007.001.011', 'a08.001.006.005']"
acanthosis nigricans,"['a23.001.004.001', 'a16.032.001.003']"
cholestasis,['a09.001.001.001']
fungal skin infection,"['a23.009.002.001', 'a11.003.005.002']"
faecal incontinence,"['a07.001.006.004', 'a17.005.001.005']"
furunculosis,0
furuncle,"['a11.002.005.008', 'a23.009.001.004']"
glaucoma,['a06.003.001.002']
gout,"['a15.001.006.001', 'a14.009.001.001']"
hepatomegaly,['a09.001.005.001']
hernia,['a08.001.004.001']
hyperinsulinism,"['a05.006.003.007', 'a14.006.003.007']"
blood insulin increased,['a13.010.002.001']
keratosis,0
laryngeal oedema,"['a23.004.001.005', 'a10.001.005.003', 'a22.004.002.001']"
laryngospasm,['a22.004.002.002']
cystoid macular oedema,"['a06.004.006.010', 'a12.002.002.005']"
peptic ulcer,['a07.004.007.001']
generalised oedema,"['a14.005.006.007', 'a08.001.007.004']"
high density lipoprotein decreased,['a13.012.001.003']
mucous membrane disorder,['a08.001.006.004']
sensation of heat,0
skin burning sensation,"['a17.002.006.009', 'a23.003.003.021']"
macular oedema,['a06.004.006.005']
xanthoma,"['a14.008.004.010', 'a23.003.003.047']"
metabolic syndrome,0
sensation of warmth,0
blood glucose increased,['a13.002.002.002']
generalized flushing,0
atherothrombosis,0
arterial thrombosis,['a24.001.001.002']
aphthous stomatitis,['a07.005.006.001']
blister,"['a12.001.006.002', 'a23.003.001.001']"
herpes labialis,"['a07.005.007.008', 'a11.005.002.014']"
oral herpes,"['a11.005.002.005', 'a07.005.007.002']"
hoarseness,0
nicotine dependence,0
ulcerative stomatitis,0
withdrawal syndrome,"['a08.006.002.012', 'a19.007.002.005']"
thyroid disorder,['a05.002.001.002']
abnormal faeces,['a07.001.003.001']
motor dysfunction,['a17.002.010.004']
dreaming excessive,0
nicotine poisoning,0
tobacco poisoning,0
nasal irritation,['a22.002.005.007']
nasal discomfort,['a22.002.005.020']
nasal ulcer,['a22.004.003.011']
prostration,0
oral discomfort,['a07.005.005.001']
dependence,['a19.007.002.003']
tobacco withdrawal symptoms,0
asphyxia,"['a22.002.002.001', 'a12.001.008.011']"
vitamin b12 deficiency,['a14.012.002.004']
excitation cerebral,0
central nervous system stimulation,['a25.004.001.001']
vascular resistance pulmonary increased,['a13.014.003.020']
injection site necrosis,"['a08.002.003.020', 'a12.007.003.020']"
violent,0
intermittent headache,0
osteomalacia,"['a20.001.001.002', 'a15.002.003.001', 'a14.004.004.001']"
hypocalcemic tetany,0
stomach ache,0
foot edema,0
hands weakness of,0
acute yellow liver atrophy,0
sideroblastic anaemia,['a01.003.002.009']
gouty arthritis,"['a14.009.001.004', 'a15.001.006.004']"
hyperplasia erythroid,0
marrow hyperplasia,"['a16.021.001.001', 'a01.013.001.001']"
nephritis interstitial,0
tubulointerstitial nephritis,['a20.005.002.002']
liver tenderness,['a09.001.005.004']
serum iron increased,0
blood iron increased,['a13.011.001.007']
polyarthralgia,0
gout acute,"['a15.001.006.002', 'a14.009.001.002']"
haemolytic anaemia,['a01.006.003.002']
high frequency deafness,0
systemic lupus erythematosus,"['a15.006.002.003', 'a10.004.003.004', 'a23.003.002.006']"
night blindness,"['a14.012.003.001', 'a06.002.002.003']"
uveitis,"['a06.004.003.003', 'a10.002.001.023']"
syndrome sicca,0
sjogren's syndrome,0
cinchonism,['a12.003.001.034']
hepatitis granulomatous,0
granulomatous liver disease,['a09.001.007.001']
dermatitis psoriasiform,['a23.003.014.004']
thrombocytopenic purpura,"['a23.006.001.007', 'a01.008.001.003']"
cerebral ischaemia,"['a17.008.001.005', 'a24.004.006.003']"
exfoliative rash,['a23.003.007.006']
cerebral hypoperfusion,0
blackwater fever,"['a01.003.002.010', 'a11.006.004.002']"
plasmodium falciparum infection,"['a11.006.004.003', 'a01.003.002.012']"
toxic epidermal necrolysis,"['a12.003.001.015', 'a10.001.001.006', 'a23.003.001.008', 'a11.007.001.006']"
partial hearing loss,0
haemoglobinuria,"['a20.002.001.017', 'a01.006.004.005']"
haemolytic uraemic syndrome,"['a01.006.002.001', 'a20.001.003.011']"
lichen planus,['a23.003.008.001']
myasthenia gravis,"['a15.005.008.001', 'a10.004.005.001', 'a17.005.004.001']"
optic atrophy,['a06.009.002.001']
thrombotic thrombocytopenic purpura,"['a01.008.001.005', 'a24.007.006.014', 'a23.006.001.011']"
uremia,0
idiopathic thrombocytopenic purpura,"['a01.008.001.001', 'a10.004.001.002']"
acute interstitial nephritis,0
sudden visual loss,"['a17.017.001.014', 'a06.002.002.006']"
fixed drug eruption,0
drug eruption,"['a10.001.001.005', 'a08.001.006.015', 'a23.003.005.001']"
electrocardiogram u wave present,0
electrocardiogram u-wave abnormality,['a13.014.005.028']
excitement,0
visual field constriction,0
cutaneous vasculitis,"['a23.006.002.001', 'a10.002.002.003', 'a24.005.002.004']"
mental state abnormal,0
uraemic syndrome,0
lupus erythematosus,0
dystonic reaction,0
dystonia,['a17.001.003.001']
angina symptom,0
lupus-like syndrome,"['a15.006.002.004', 'a23.003.002.004', 'a10.004.003.003']"
"blindness, both eyes",0
hypoprothrombinaemia,['a01.001.001.001']
factor ii deficiency,0
spinal cord injury,"['a17.010.004.001', 'a12.001.013.002']"
streptococcal infection,['a11.002.006.003']
carcinoma testes,0
testis cancer,0
tetrahydrobiopterin deficiency,0
post procedural haemorrhage,"['a24.007.001.014', 'a12.002.005.004']"
oesophageal pain,['a07.001.005.012']
collapse,0
fibromyalgia,['a15.005.002.002']
hepatitis b,"['a11.005.006.002', 'a09.001.009.003']"
multi-organ failure,['a08.001.003.014']
myofascial pain syndrome,['a15.005.002.003']
right upper quadrant pain,0
non-cardiac chest pain,"['a08.001.008.006', 'a22.002.008.007']"
hepatic pain,['a09.001.005.005']
tourette's disorder,"['a17.019.002.001', 'a03.010.001.001', 'a19.011.004.002']"
psychotic episode,0
aortic valve stenosis,['a02.007.003.004']
breast feeding,['a26.005.001.001']
bundle branch block,['a02.003.001.009']
carcinoma,0
colitis ulcerative,"['a07.008.001.005', 'a10.002.001.004']"
proctocolitis,['a07.008.001.017']
epidermolysis bullosa,"['a23.003.001.010', 'a03.005.001.001']"
oesophageal achalasia,['a07.002.003.004']
haematemesis,"['a24.007.002.011', 'a07.012.002.002']"
haematochezia,"['a24.007.002.012', 'a07.012.002.003']"
subdural haematoma,"['a24.007.004.005', 'a17.008.005.002', 'a12.001.010.003']"
hepatosplenomegaly,"['a01.009.003.001', 'a09.001.005.002']"
infertility female,['a21.003.002.017']
inflammatory bowel disease,['a07.008.001.016']
keratoconjunctivitis,0
renal papillary necrosis,"['a05.007.002.001', 'a14.007.002.001', 'a20.001.007.002']"
lacrimal disorder,['a06.008.002.005']
lacrimal structural disorder,['a06.006.004.013']
meningitis aseptic,"['a17.006.003.002', 'a11.001.003.002']"
nasal polyps,"['a16.038.001.001', 'a22.004.003.010']"
nephritis,['a20.005.002.001']
nephrosclerosis,['a20.005.003.007']
papilloedema,"['a17.007.002.004', 'a24.003.007.001', 'a06.009.002.002']"
abscess periodontal,0
pulmonary eosinophilia,"['a22.001.001.009', 'a01.002.004.006']"
pyuria,"['a11.001.008.043', 'a20.002.001.012']"
rectal disorder,0
anorectal disorder,['a07.003.001.001']
scleritis,"['a10.002.001.025', 'a06.004.007.002']"
neuritis retrobulbar,0
alcohol abuse,['a19.007.002.007']
cataract,['a06.006.001.001']
chronic sinusitis,"['a22.007.003.018', 'a11.001.013.016']"
necrolysis epidermal,0
subcutaneous nodule,['a23.007.004.003']
skin mass,['a23.007.004.014']
uterine spasm,['a21.007.003.002']
wbc abnormal nos,0
white blood cell disorder,['a01.002.005.002']
vascular anomaly,"['a03.007.003.001', 'a24.003.003.005']"
metabolic acidosis,['a14.001.001.003']
urine abnormality,['a20.002.001.013']
urine analysis abnormal,['a13.013.002.008']
urticaria chronic,"['a10.001.006.009', 'a23.004.002.009']"
nephritic syndrome,['a20.005.001.006']
red blood cell abnormality,['a01.007.002.006']
pseudoporphyria,['a23.003.001.006']
skin fragility,['a23.003.003.009']
carcinoma breast,0
angiodermatitis,0
amyloidosis,['a10.002.005.001']
autoimmune haemolytic anaemia,"['a10.004.001.005', 'a01.006.001.004']"
cachexia,"['a16.032.003.011', 'a14.003.002.001', 'a08.001.001.009']"
localised oedema,"['a02.005.004.006', 'a08.001.007.011', 'a14.005.006.009']"
graft versus host disease,"['a12.002.009.001', 'a10.002.001.027']"
cardiac murmur,['a13.014.001.001']
herpes nos,0
infarction,['a24.004.002.017']
lymphopenia,['a01.002.002.002']
myelodysplastic syndrome,"['a01.010.004.001', 'a16.001.004.001']"
opportunistic infection,['a11.001.008.007']
pulmonary fibrosis,['a22.001.002.006']
septic shock,"['a24.006.002.011', 'a11.001.011.004']"
skin infection,"['a23.009.004.002', 'a11.001.012.003']"
polyneuropathy,['a17.009.003.012']
abnormal chest sounds nos,0
breath sounds abnormal,['a13.015.001.008']
viral skin infection,0
dyspnoea exertional,"['a02.001.003.003', 'a22.002.001.005']"
peripheral motor neuropathy,['a17.009.003.004']
lung infiltration,['a22.001.002.004']
quadriparesis,['a17.001.004.012']
hypereosinophilia,0
administration site reaction,0
culture negative,['a13.008.002.001']
catheter site cellulitis,0
infusion site reaction,"['a08.002.005.005', 'a12.007.005.006']"
death,['a08.004.001.001']
azoospermia,['a21.003.003.001']
skin candida,"['a23.009.002.006', 'a11.003.003.010']"
congestive cardiomyopathy,['a02.004.001.003']
cholangitis sclerosing,"['a10.004.009.002', 'a09.002.001.003']"
cryptococcosis,['a11.003.004.001']
effusion,['a08.001.003.052']
heart malformation,0
heart disease congenital,"['a02.001.001.009', 'a03.007.007.001']"
hydronephrosis,['a20.001.005.001']
hypoproteinaemia,"['a09.001.002.004', 'a14.010.001.003']"
ketosis,['a14.001.001.001']
acute lymphocytic leukaemia,"['a01.010.001.001', 'a16.001.001.001']"
acute myeloid leukaemia,"['a16.001.005.001', 'a01.010.005.001']"
acute leukaemia,"['a16.001.002.001', 'a01.010.002.001']"
myeloid leukaemia,"['a01.010.008.001', 'a16.001.008.001']"
leukoplakia oral,['a07.005.001.009']
lymphangitis,"['a01.009.001.005', 'a11.001.015.001', 'a24.009.002.001']"
lymphoedema,"['a01.009.001.006', 'a24.009.001.001']"
mastitis,"['a11.001.002.001', 'a21.005.003.002']"
oral neoplasm,"['a07.021.008.002', 'a16.013.009.002']"
myelodysplasia,0
myocarditis,['a02.004.003.001']
oligospermia,0
other conjunctivitis,0
penicillin allergy,0
pericardial effusion,['a02.006.001.002']
proctitis,['a07.008.004.001']
radiation injury,['a12.005.002.003']
retinitis,"['a11.001.006.011', 'a06.004.006.008']"
cardiogenic shock,"['a02.005.001.003', 'a24.006.002.006']"
skin nodule,['a23.007.004.002']
toxoplasmosis,['a11.006.001.001']
urethral obstruction,['a20.007.003.002']
onycholysis,['a23.002.005.004']
hypochloraemia,['a14.005.008.003']
hypophosphataemia,['a14.004.003.001']
cystitis haemorrhagic,['a20.003.002.003']
diarrhoea haemorrhagic,"['a07.002.001.002', 'a24.007.002.004']"
hypermagnesaemia,['a14.004.002.002']
hypomagnesaemia,['a14.004.002.001']
lactic dehydrogenase activity increased,0
blood lactate dehydrogenase increased,['a13.004.002.002']
prothrombin level increased,['a13.001.002.011']
hyporeflexia,['a17.002.001.003']
thromboplastin decreased,0
blood thromboplastin decreased,['a13.001.002.005']
pseudolymphoma,['a01.009.001.016']
injection site infection,"['a11.001.008.005', 'a08.002.003.019', 'a12.007.003.008']"
gallop rhythm,0
heart sounds abnormal,['a13.014.001.002']
bullous eruption,['a23.003.001.019']
acral erythema,0
palmar-plantar erythrodysaesthesia syndrome,"['a17.002.007.009', 'a23.007.004.001']"
scrotal erythema,"['a21.012.002.008', 'a23.003.006.013']"
ventricular dysfunction,['a02.004.002.005']
phlebosclerosis,['a24.004.002.003']
tumour necrosis,"['a16.032.003.009', 'a24.004.002.013']"
gastric erosions,0
gastritis erosive,['a07.004.003.003']
hypolipidaemia,['a14.008.004.018']
skin scaly,0
qrs voltage decreased,0
electrocardiogram qrs complex abnormal,['a13.014.005.016']
bilirubin total increased,0
ejection fraction decreased,['a13.014.002.003']
hand and foot syndrome secondary to sickle cell anaemia,"['a23.007.004.011', 'a01.004.002.003']"
bladder constriction,0
bladder stenosis,['a20.003.001.011']
leukemia secondary,0
alopecia reversible,0
serum bilirubin increased,0
neutropenic sepsis,"['a11.001.011.006', 'a01.002.003.007']"
gastrointestinal toxicity,"['a12.003.001.019', 'a07.008.003.006']"
abnormal pigmentation,0
rash papular,['a23.003.013.017']
pneumocystis jirovecii pneumonia,0
radiation recall reaction (dermatologic),0
recall phenomenon,"['a23.003.007.005', 'a12.002.006.001']"
venous thromboembolism,0
ageusia,"['a07.014.003.003', 'a17.002.007.001']"
proctitis ulcerative,"['a10.002.001.017', 'a07.008.004.002']"
metastatic neoplasm,['a16.016.001.007']
metastatic disease,0
immunodeficiency,['a10.003.002.002']
metastases to liver,"['a16.022.002.001', 'a09.004.002.004']"
hepatic cancer metastatic,"['a09.004.002.006', 'a16.007.002.002']"
premature menopause,"['a05.005.001.016', 'a21.002.002.004']"
gravitational oedema,"['a08.001.007.005', 'a02.005.004.014']"
secondary infection,['a11.001.008.016']
embolism arterial,['a24.001.001.014']
left ventricular ejection fraction decreased,0
acute cardiac toxicity,0
balance disorder,['a17.002.002.007']
multiple sclerosis relapse,['a17.016.001.003']
atelectasis,['a22.001.002.001']
atrial flutter,['a02.003.003.003']
cerebral infarction,"['a17.008.001.004', 'a24.004.006.002']"
diabetes insipidus,"['a14.005.007.003', 'a05.003.003.004']"
dupuytren's contracture,['a15.003.003.003']
encephalitis,"['a17.006.005.001', 'a11.001.003.008']"
gingival hyperplasia,['a07.009.003.002']
hepatitis toxic,"['a09.001.007.017', 'a12.003.001.016']"
hodgkin's disease,"['a01.016.001.001', 'a16.031.001.001']"
hodgkin's disease lymphocyte predominance type stage unspecified,0
hodgkin's disease lymphocyte depletion type stage unspecified,0
hyperplasia,['a08.003.004.008']
hypertrichosis,['a23.002.004.002']
lymphoma,"['a16.020.001.001', 'a01.012.001.001']"
non-hodgkin's lymphoma,"['a16.035.001.001', 'a01.017.001.001']"
measles,"['a23.009.003.009', 'a11.005.019.001']"
neurosis,['a19.006.001.001']
polyarteritis nodosa,"['a20.001.002.004', 'a24.005.002.011', 'a15.006.001.003', 'a10.002.002.001']"
extensor plantar response,['a17.002.001.005']
speech disorder,"['a22.002.005.034', 'a17.002.008.003', 'a19.019.002.002']"
stuttering,0
dysphemia,"['a19.019.003.005', 'a17.002.008.010']"
sinus bradycardia,['a02.003.003.009']
circumoral paresthesia,"['a07.005.003.005', 'a17.002.006.015']"
purpuric rash,0
acute hepatic failure,['a09.001.003.001']
shallow breathing,0
hypopnoea,['a22.002.001.021']
asterixis,"['a09.001.003.004', 'a17.001.006.001']"
trembling,0
rash morbilliform,['a23.003.013.005']
sputum increased,['a22.002.003.007']
increased bronchial secretion,['a22.002.004.007']
tonic convulsion,['a17.012.003.011']
hypersensitive syndrome,0
drug reaction with eosinophilia and systemic symptoms,0
taste altered,0
purple glove syndrome,0
crystalluria,['a20.002.001.003']
hepatic necrosis,['a09.001.007.002']
myopia transient,['a06.002.004.003']
myopia,['a06.002.004.002']
hepatic insufficiency,0
renal tubular acidosis,"['a14.001.001.005', 'a20.005.003.003']"
road traffic accident,['a12.001.008.006']
refractory anaemia with an excess of blasts,0
blastomycosis,['a11.003.002.001']
conjunctival haemorrhage,"['a24.007.005.001', 'a06.007.001.001']"
eye haemorrhage,"['a06.007.002.001', 'a24.007.005.002']"
coma hepatic,"['a09.001.003.005', 'a17.002.009.002']"
mouth haemorrhage,"['a24.007.002.014', 'a07.005.002.001']"
postnasal drip,['a22.002.005.009']
upper-airway cough syndrome,['a22.002.005.030']
acute febrile neutrophilic dermatosis,"['a01.002.001.006', 'a23.003.003.033']"
pyoderma gangrenosum,"['a10.004.002.009', 'a16.032.003.005', 'a23.007.003.001']"
staphylococcal bacteraemia,['a11.002.005.001']
oral mucosal petechiae,0
loin pain,0
respiratory sounds decreased,0
skin induration,['a23.003.003.020']
systemic inflammatory response syndrome,"['a10.002.001.008', 'a08.001.005.005', 'a24.006.003.008']"
haemorrhoidal haemorrhage,"['a24.010.002.001', 'a07.015.003.002']"
perirectal abscess,"['a11.001.007.005', 'a07.019.004.001']"
transfusion reaction,"['a12.002.008.001', 'a10.002.004.001', 'a01.005.001.005']"
refractory anemia with excess blasts in transformation,0
myelodysplastic syndrome transformation,0
pitting edema,0
pneumonia klebsiella,"['a11.002.003.001', 'a22.007.006.001']"
injection site pigmentation changes,"['a08.002.003.012', 'a23.003.003.015', 'a12.007.003.013']"
injection site discolouration,"['a08.002.003.038', 'a23.003.003.046', 'a12.007.003.038']"
injection site induration,"['a12.007.003.007', 'a08.002.003.007']"
bone pain aggravated,['a15.002.001.002']
anaemia nos aggravated,0
abscess limb,"['a15.003.001.007', 'a11.001.008.014']"
klebsiella sepsis,['a11.002.003.002']
dyspnoea exacerbated,0
fatigue aggravated,0
general physical health deterioration,['a08.001.003.018']
catheter site haemorrhage,"['a24.007.001.003', 'a12.007.002.002', 'a08.002.002.002']"
catheter site erythema,"['a23.003.006.014', 'a12.007.002.003', 'a08.002.002.003']"
leukaemia cutis,"['a01.010.003.002', 'a16.001.003.002']"
neuropathic arthropathy,"['a17.009.003.008', 'a15.001.001.007']"
exophthalmos,"['a05.002.002.002', 'a06.009.004.001']"
myocardial rupture,"['a02.004.002.002', 'a12.001.011.002']"
lipomatosis,['a14.008.004.011']
malaise and fatigue,0
osteonecrosis,"['a15.002.004.007', 'a24.004.005.004']"
peptic ulcer haemorrhage,"['a07.004.007.002', 'a24.007.002.015']"
schizophrenia,['a19.003.004.001']
alkalosis hypokalaemic,['a14.001.002.002']
aseptic necrosis,0
skin atrophy,['a23.001.005.001']
tendon rupture,"['a15.007.001.008', 'a12.001.007.003']"
skin striae,['a23.001.005.002']
bladder dysfunction,['a20.003.003.002']
abnormal behaviour,['a19.001.001.001']
cataract subcapsular,['a06.006.001.002']
gastric haemorrhage,"['a07.012.001.001', 'a24.007.002.007']"
increased insulin requirement,"['a14.006.001.006', 'a05.006.001.006']"
steroid withdrawal syndrome,"['a05.001.002.007', 'a19.004.002.014', 'a08.006.002.013']"
muscle mass,['a15.005.003.018']
dyslipidaemia,['a14.008.004.015']
spinal compression fracture,"['a12.004.004.001', 'a14.004.004.003', 'a15.008.005.004']"
steroid myopathy,['a15.005.005.003']
dependence psychological,['a19.007.002.004']
atrophy,['a08.003.004.001']
affective disorder,['a19.004.004.001']
functional gastrointestinal disorder,0
central serous retinopathy,0
chorioretinopathy,['a06.009.001.006']
blood potassium decreased,['a13.011.001.010']
nitrogen balance negative,['a13.013.001.010']
urine calcium increased,['a13.011.001.039']
epidural lipomatosis,"['a14.008.004.019', 'a17.010.001.012']"
other sleep disturbances,0
hyperlactacidaemia,['a14.001.001.006']
aids dementia complex,0
autoimmune disorder,['a10.004.004.003']
depressive disorder,0
dysthymic disorder,['a19.015.001.005']
insulin resistance,"['a14.006.002.003', 'a05.006.002.003']"
lipodystrophy,"['a14.008.004.007', 'a23.007.001.002']"
lipodystrophy acquired,"['a14.008.004.008', 'a23.007.001.003']"
aplasia pure red cell,"['a01.003.003.001', 'a10.002.001.003']"
hyperamylasaemia,['a14.011.001.003']
buffalo hump,0
lipohypertrophy,"['a23.007.001.005', 'a14.008.004.009']"
fat redistribution,['a14.008.004.002']
hepatic steatosis,"['a09.001.007.003', 'a14.008.004.005']"
respiratory alkalosis,"['a14.001.005.001', 'a22.002.002.005']"
alveolitis allergic,"['a22.001.001.002', 'a10.001.003.008']"
cardiac valve disease,['a02.007.002.001']
venoocclusive liver disease,"['a09.001.006.002', 'a24.004.007.002']"
meningitis cryptococcal,"['a17.006.004.001', 'a11.003.004.002']"
normocytic anemia,0
normochromic normocytic anaemia,['a01.003.002.005']
hyperchloraemia,['a14.005.008.001']
streptobacillary fever,0
septic arthritis streptobacillus,0
nephrogenic diabetes insipidus,"['a14.005.007.002', 'a20.005.003.010']"
function kidney decreased,0
hyposthenuria,['a20.002.001.008']
reaction febrile,0
generalized aching,0
prothrombin level decreased,['a13.001.002.010']
serum potassium decreased,0
hyperfibrinogenaemia,0
blood fibrinogen increased,['a13.001.002.004']
infusion related reaction,"['a08.001.003.002', 'a10.001.001.017', 'a12.002.005.009']"
pelvic haemorrhage,0
hypoventilation,['a22.002.001.007']
low back pain,0
hepatitis cholestatic,['a09.001.001.002']
renal abscess,"['a20.001.009.005', 'a11.001.014.009']"
pulmonary haemorrhage,"['a22.002.004.003', 'a24.007.001.016']"
rash follicular,['a23.003.010.001']
acute urticaria,0
hypoalbuminaemia,"['a09.001.002.003', 'a14.010.001.002']"
serum urea increased,0
cardiac output decreased,['a13.014.002.001']
catatonia,['a19.011.001.001']
intermittent claudication,['a24.004.003.001']
eye pruritus,['a06.004.005.006']
xerosis,['a08.001.003.016']
vivid dreams,0
short-term memory loss,0
claudication,0
conjunctival xerosis,0
pancreatitis acute,['a07.018.001.002']
bladder neck obstruction,['a20.003.001.010']
nephrosis lower nephron,0
postoperative hemorrhage,0
trismus,"['a17.001.003.004', 'a15.005.004.004']"
periorbital oedema,"['a10.001.005.010', 'a23.004.001.002', 'a06.008.003.017']"
urinary hesitation,['a20.002.002.009']
acute angle-closure glaucoma,0
pemphigoid reaction,0
pemphigoid,"['a23.003.001.004', 'a10.004.002.002']"
strangury,['a20.002.002.017']
hepatitis fulminant,"['a09.001.007.007', 'a11.007.001.003']"
unsteadiness,0
alveolitis,['a22.001.001.001']
serotonin syndrome,"['a17.005.002.004', 'a15.005.004.016', 'a12.003.001.041']"
mental status changes,['a19.007.001.001']
acute generalised exanthematous pustulosis,"['a23.003.010.002', 'a12.003.001.005']"
anaemia postoperative,"['a12.002.005.032', 'a01.003.002.014']"
cytolytic hepatitis,['a09.001.007.013']
infusion site pain,"['a08.002.005.014', 'a12.007.005.002']"
prostatic hypertrophy,0
benign prostatic hyperplasia,['a21.004.002.001']
kounis syndrome,"['a10.001.003.037', 'a24.004.004.020', 'a02.002.002.020']"
polydipsia,"['a14.005.002.001', 'a05.003.003.002']"
growth retardation,['a15.003.001.006']
reticulocytosis,['a01.007.002.002']
tremulousness,0
teratogenicity,"['a03.002.001.004', 'a12.003.001.032']"
vagotonia,0
cholinergic syndrome,['a17.005.001.002']
cheilitis,"['a07.005.001.001', 'a23.003.003.025']"
muscle contracture,['a15.003.001.010']
epidermolysis,"['a23.003.001.014', 'a03.005.001.003']"
reticulocytopenia,['a01.007.002.004']
cardiac tamponade,['a02.006.001.001']
type i hypersensitivity,['a10.001.003.006']
pars planitis,0
purpura fulminans,"['a23.006.001.010', 'a01.001.002.009', 'a24.007.006.013']"
neurologic reaction,0
haemoglobinaemia,['a01.006.004.001']
chapped lips,['a07.005.001.004']
injection site phlebitis,"['a08.002.003.011', 'a12.007.003.012', 'a24.005.003.003']"
auditory and visual hallucinations,0
"hallucinations, mixed",['a19.010.002.007']
accelerated hair loss,0
superficial punctate keratopathy,0
punctate keratitis,['a06.004.002.003']
leukocytoclastic vasculitis,"['a01.001.004.002', 'a23.006.002.002', 'a24.005.002.005', 'a10.002.002.005']"
neutrophilia,['a01.002.001.005']
pre-eclampsia,"['a18.002.003.002', 'a20.001.008.002', 'a24.008.007.002']"
multiple pregnancy,['a18.008.003.001']
tracheitis,"['a22.007.003.009', 'a11.001.013.007']"
cardiac output increased,0
cardiac failure high output,0
tongue discolouration,['a07.014.002.006']
epigastric distress,0
cardiac fibrillation,['a02.003.002.021']
tremor fine,0
tremor muscle,0
feeling tense,0
saliva altered,['a07.006.001.004']
bronchospasm aggravated,"['a22.003.001.005', 'a10.001.003.013']"
bronchospasm paradoxical,['a22.003.001.006']
tremor of hands,0
tachycardia foetal,"['a02.003.002.017', 'a18.003.002.005']"
emotional distress,['a19.004.002.008']
oropharyngeal swelling,"['a07.005.004.002', 'a22.004.005.005', 'a23.004.001.013', 'a10.001.005.014']"
cold symptoms,0
unspecified disorder of autonomic nervous system,0
autonomic neuropathy,['a17.005.001.009']
vascular resistance systemic,['a13.014.003.019']
electrocardiogram change,['a13.014.005.014']
miliaria,0
acneiform eruption,['a23.002.001.003']
dermatitis acneiform,['a23.002.001.004']
dermatitis perioral,0
acute phase reaction,['a08.001.005.004']
episcleritis,"['a10.002.001.024', 'a06.004.007.001']"
oesophageal disorder,['a07.011.002.001']
femur fracture,"['a15.008.003.003', 'a12.004.001.003']"
hypercalciuria,"['a20.002.001.007', 'a14.004.001.006', 'a05.004.001.003']"
oral disorder,['a07.005.001.005']
osteogenesis imperfecta,"['a15.011.001.003', 'a03.011.001.003']"
osteomyelitis,"['a11.001.001.001', 'a15.002.005.001']"
femur fracture subtrochanteric,0
femur shaft fracture,0
esophageal erosions,0
erosive oesophagitis,['a07.004.005.004']
oesophageal irritation,0
anastomotic ulcer,"['a12.002.003.001', 'a07.004.004.003']"
osteonecrosis of jaw,"['a15.002.004.010', 'a24.004.005.005']"
atypical stress fracture,0
atypical fracture,0
oedema due to cardiac disease,0
miosis,"['a17.002.011.002', 'a06.005.003.003']"
blood pressure systolic decreased,['a13.014.003.007']
blood pressure diastolic decreased,['a13.014.003.003']
ischial neuralgia,0
inflicted injury,0
lumbar disc lesion,0
intervertebral disc disorder,['a15.010.001.003']
cholestatic liver disease,0
intraoperative floppy iris syndrome,"['a06.005.003.010', 'a12.002.002.003', 'a17.002.011.008']"
floppy iris syndrome,"['a12.002.002.001', 'a06.005.003.007', 'a17.002.011.001']"
blast cell crisis,"['a01.010.002.002', 'a16.001.002.002']"
angioimmunoblastic t-cell lymphoma,0
infertility male,['a21.003.002.002']
iritis,"['a06.004.003.002', 'a10.002.001.022']"
lymphocytosis,['a01.002.001.003']
status epilepticus,['a17.012.003.005']
steatorrhoea,['a07.017.001.002']
