"['pruritus genital', ['a23.003.012.008', 'a21.010.001.002'], 0]","['pruritus nec', ['a23.003.012'], 1]","['reproductive tract signs and symptoms nec', ['a21.010.001'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['reproductive tract disorders nec', ['a21.010'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['gout', ['a15.001.006.001', 'a14.009.001.001'], 0]","['crystal arthropathic disorders', ['a15.001.006'], 1]","['disorders of purine metabolism', ['a14.009.001'], 1]","['joint disorders', ['a15.001'], 2]","['purine and pyrimidine metabolism disorders', ['a14.009'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['hypomagnesaemia', ['a14.004.002.001'], 0]","['magnesium metabolism disorders', ['a14.004.002'], 1]","['bone, calcium, magnesium and phosphorus metabolism disorders', ['a14.004'], 2]","['metabolism and nutrition disorders', ['a14'], 3]"
"['arterial occlusive disease', ['a24.004.002.021'], 0]","['non-site specific necrosis and vascular insufficiency nec', ['a24.004.002'], 1]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['vascular disorders', ['a24'], 3]"
"['vaginal infection', ['a21.014.002.002', 'a11.001.010.002'], 0]","['vaginal and vulval infections and inflammations', ['a21.014.002'], 1]","['female reproductive tract infections', ['a11.001.010'], 1]","['female reproductive tract infections and inflammations', ['a21.014'], 2]","['infections - pathogen unspecified', ['a11.001'], 2]","['reproductive system and breast disorders', ['a21'], 3]","['infections and infestations', ['a11'], 3]"
"['dysphemia', ['a19.019.003.005', 'a17.002.008.010'], 0]","['speech articulation and rhythm disturbances', ['a19.019.003'], 1]","['speech and language abnormalities', ['a17.002.008'], 1]","['communication disorders and disturbances', ['a19.019'], 2]","['neurological disorders nec', ['a17.002'], 2]","['psychiatric disorders', ['a19'], 3]","['nervous system disorders', ['a17'], 3]"
"['polymenorrhoea', ['a21.001.003.003'], 0]","['menstruation with increased bleeding', ['a21.001.003'], 1]","['menstrual cycle and uterine bleeding disorders', ['a21.001'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['anuria', ['a20.001.003.002'], 0]","['renal failure and impairment', ['a20.001.003'], 1]","['renal disorders (excl nephropathies)', ['a20.001'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['congenital anomaly', ['a03.002.001.001'], 0]","['congenital disorders nec', ['a03.002.001'], 1]","['congenital and hereditary disorders nec', ['a03.002'], 2]","['congenital, familial and genetic disorders', ['a03'], 3]"
"['hepatitis c', ['a09.001.009.005', 'a11.005.006.004'], 0]","['hepatic viral infections', ['a09.001.009'], 1]","['hepatitis viral infections', ['a11.005.006'], 1]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['viral infectious disorders', ['a11.005'], 2]","['hepatobiliary disorders', ['a09'], 3]","['infections and infestations', ['a11'], 3]"
"[""meniere's disease"", ['a07.001.007.007', 'a17.002.012.003', 'a04.004.002.003'], 0]","['nausea and vomiting symptoms', ['a07.001.007'], 1]","['vertigos nec', ['a17.002.012'], 1]","['inner ear disorders nec', ['a04.004.002'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['neurological disorders nec', ['a17.002'], 2]","['inner ear and viiith cranial nerve disorders', ['a04.004'], 2]","['gastrointestinal disorders', ['a07'], 3]","['nervous system disorders', ['a17'], 3]","['ear and labyrinth disorders', ['a04'], 3]"
"['priapism', ['a21.003.001.005'], 0]","['erection and ejaculation conditions and disorders', ['a21.003.001'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['mental status changes', ['a19.007.001.001'], 0]","['mental disorders nec', ['a19.007.001'], 1]","['psychiatric disorders nec', ['a19.007'], 2]","['psychiatric disorders', ['a19'], 3]"
"['injection site inflammation', ['a08.002.003.008', 'a12.007.003.009'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['pituitary infarction', ['a18.002.002.004', 'a24.004.006.016', 'a17.008.001.027', 'a05.003.004.006'], 0]","['maternal complications of pregnancy nec', ['a18.002.002'], 1]","['cerebrovascular and spinal necrosis and vascular insufficiency', ['a24.004.006'], 1]","['central nervous system haemorrhages and cerebrovascular accidents', ['a17.008.001'], 1]","['hypothalamic and pituitary disorders nec', ['a05.003.004'], 1]","['maternal complications of pregnancy', ['a18.002'], 2]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['central nervous system vascular disorders', ['a17.008'], 2]","['hypothalamus and pituitary gland disorders', ['a05.003'], 2]","['pregnancy, puerperium and perinatal conditions', ['a18'], 3]","['vascular disorders', ['a24'], 3]","['nervous system disorders', ['a17'], 3]","['endocrine disorders', ['a05'], 3]"
"['rash morbilliform', ['a23.003.013.005'], 0]","['rashes, eruptions and exanthems nec', ['a23.003.013'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['diabetic hyperosmolar coma', ['a14.007.004.001', 'a17.002.009.003', 'a05.007.004.001'], 0]","['diabetic complications neurological', ['a05.007.004', 'a14.007.004'], 1]","['coma states', ['a17.002.009'], 1]","['diabetic complications neurological', ['a05.007.004', 'a14.007.004'], 1]","['diabetic complications', ['a05.007', 'a14.007'], 2]","['diabetic complications', ['a05.007', 'a14.007'], 2]","['neurological disorders nec', ['a17.002'], 2]","['diabetic complications', ['a05.007', 'a14.007'], 2]","['diabetic complications', ['a05.007', 'a14.007'], 2]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['nervous system disorders', ['a17'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['hepatitis acute', ['a09.001.007.005'], 0]","['hepatocellular damage and hepatitis nec', ['a09.001.007'], 1]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['hepatobiliary disorders', ['a09'], 3]"
"['angina pectoris', ['a02.002.002.002', 'a24.004.004.002'], 0]","['ischaemic coronary artery disorders', ['a02.002.002'], 1]","['coronary necrosis and vascular insufficiency', ['a24.004.004'], 1]","['coronary artery disorders', ['a02.002'], 2]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['cardiac disorders', ['a02'], 3]","['vascular disorders', ['a24'], 3]"
"['cholecystitis', ['a09.003.001.001'], 0]","['cholecystitis and cholelithiasis', ['a09.003.001'], 1]","['gallbladder disorders', ['a09.003'], 2]","['hepatobiliary disorders', ['a09'], 3]"
"['molluscum contagiosum', ['a11.005.012.001', 'a23.009.003.006'], 0]","['molluscum contagiosum viral infections', ['a11.005.012'], 1]","['skin and subcutaneous tissue viral infections', ['a23.009.003'], 1]","['viral infectious disorders', ['a11.005'], 2]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['infections and infestations', ['a11'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['hyperthyroidism', ['a14.011.001.011', 'a05.002.002.001'], 0]","['metabolic disorders nec', ['a14.011.001'], 1]","['thyroid hyperfunction disorders', ['a05.002.002'], 1]","['metabolism disorders nec', ['a14.011'], 2]","['thyroid gland disorders', ['a05.002'], 2]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]"
"['non-cardiogenic pulmonary oedema', ['a24.003.008.004', 'a22.001.003.006'], 0]","['pulmonary vascular disorders nec', ['a24.003.008'], 1]","['pulmonary oedemas', ['a22.001.003'], 1]","['vascular disorders nec', ['a24.003'], 2]","['lower respiratory tract disorders (excl obstruction and infection)', ['a22.001'], 2]","['vascular disorders', ['a24'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['hypersensitivity', ['a10.001.003.003'], 0]","['allergic conditions nec', ['a10.001.003'], 1]","['allergic conditions', ['a10.001'], 2]","['immune system disorders', ['a10'], 3]"
"['thrombocytopenia', ['a01.008.001.002'], 0]","['thrombocytopenias', ['a01.008.001'], 1]","['platelet disorders', ['a01.008'], 2]","['blood and lymphatic system disorders', ['a01'], 3]"
"['vasoconstriction', ['a23.006.005.007', 'a24.004.003.008'], 0]","['skin vasomotor conditions', ['a23.006.005'], 1]","['peripheral vasoconstriction, necrosis and vascular insufficiency', ['a24.004.003'], 1]","['skin vascular abnormalities', ['a23.006'], 2]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['vascular disorders', ['a24'], 3]"
"['photophobia', ['a06.001.001.004', 'a17.017.002.006'], 0]","['ocular sensation disorders', ['a06.001.001'], 1]","['ocular signs and symptoms nec', ['a17.017.002'], 1]","['ocular sensory symptoms nec', ['a06.001'], 2]","['neurological disorders of the eye', ['a17.017'], 2]","['eye disorders', ['a06'], 3]","['nervous system disorders', ['a17'], 3]"
"['supraventricular tachycardia', ['a02.003.003.012'], 0]","['supraventricular arrhythmias', ['a02.003.003'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['superinfection', ['a11.001.008.009'], 0]","['infections nec', ['a11.001.008'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['infections and infestations', ['a11'], 3]"
"['general physical health deterioration', ['a08.001.003.018'], 0]","['general signs and symptoms nec', ['a08.001.003'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['injection site pain', ['a08.002.003.010', 'a12.007.003.011'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['injection site induration', ['a12.007.003.007', 'a08.002.003.007'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['peritoneal haemorrhage', ['a07.007.002.001', 'a24.007.002.016'], 0]","['peritoneal and retroperitoneal haemorrhages', ['a07.007.002'], 1]","['gastrointestinal haemorrhages', ['a24.007.002'], 1]","['peritoneal and retroperitoneal conditions', ['a07.007'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['gastrointestinal disorders', ['a07'], 3]","['vascular disorders', ['a24'], 3]"
"['atelectasis', ['a22.001.002.001'], 0]","['parenchymal lung disorders nec', ['a22.001.002'], 1]","['lower respiratory tract disorders (excl obstruction and infection)', ['a22.001'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['hyperpyrexia', ['a08.005.002.002'], 0]","['febrile disorders', ['a08.005.002'], 1]","['body temperature conditions', ['a08.005'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['clonus', ['a17.002.005.002'], 0]","['neurological signs and symptoms nec', ['a17.002.005'], 1]","['neurological disorders nec', ['a17.002'], 2]","['nervous system disorders', ['a17'], 3]"
"['blood electrolytes abnormal', ['a13.011.002.002'], 0]","['water and electrolyte analyses nec', ['a13.011.002'], 1]","['water, electrolyte and mineral investigations', ['a13.011'], 2]","['investigations', ['a13'], 3]"
"['peptic ulcer haemorrhage', ['a07.004.007.002', 'a24.007.002.015'], 0]","['peptic ulcers and perforation', ['a07.004.007'], 1]","['gastrointestinal haemorrhages', ['a24.007.002'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['gastrointestinal disorders', ['a07'], 3]","['vascular disorders', ['a24'], 3]"
"['sleep talking', ['a19.002.003.005', 'a17.015.002.003'], 0]","['parasomnias', ['a19.002.003'], 1]","['abnormal sleep-related events', ['a17.015.002'], 1]","['sleep disorders and disturbances', ['a19.002'], 2]","['sleep disturbances (incl subtypes)', ['a17.015'], 2]","['psychiatric disorders', ['a19'], 3]","['nervous system disorders', ['a17'], 3]"
"['activated partial thromboplastin time prolonged', ['a13.001.002.001'], 0]","['coagulation and bleeding analyses', ['a13.001.002'], 1]","['haematology investigations (incl blood groups)', ['a13.001'], 2]","['investigations', ['a13'], 3]"
"['infection', ['a11.001.008.002'], 0]","['infections nec', ['a11.001.008'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['infections and infestations', ['a11'], 3]"
"['pulmonary haemorrhage', ['a22.002.004.003', 'a24.007.001.016'], 0]","['lower respiratory tract signs and symptoms', ['a22.002.004'], 1]","['haemorrhages nec', ['a24.007.001'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]","['vascular disorders', ['a24'], 3]"
"['electrocardiogram change', ['a13.014.005.014'], 0]","['ecg investigations', ['a13.014.005'], 1]","['cardiac and vascular investigations (excl enzyme tests)', ['a13.014'], 2]","['investigations', ['a13'], 3]"
"['injection site discomfort', ['a12.007.003.019', 'a08.002.003.018'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['mania', ['a19.016.002.002'], 0]","['mood alterations with manic symptoms', ['a19.016.002'], 1]","['manic and bipolar mood disorders and disturbances', ['a19.016'], 2]","['psychiatric disorders', ['a19'], 3]"
"['ocular icterus', ['a01.006.004.007', 'a09.001.001.007', 'a06.008.003.009'], 0]","['haemolyses nec', ['a01.006.004'], 1]","['cholestasis and jaundice', ['a09.001.001'], 1]","['ocular disorders nec', ['a06.008.003'], 1]","['haemolyses and related conditions', ['a01.006'], 2]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['eye disorders nec', ['a06.008'], 2]","['blood and lymphatic system disorders', ['a01'], 3]","['hepatobiliary disorders', ['a09'], 3]","['eye disorders', ['a06'], 3]"
"['injection site reaction', ['a08.002.003.014', 'a12.007.003.015'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['temperature intolerance', ['a08.001.009.022'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['cachexia', ['a16.032.003.011', 'a14.003.002.001', 'a08.001.001.009'], 0]","['oncologic complications and emergencies', ['a16.032.003'], 1]","['general nutritional disorders nec', ['a14.003.002'], 1]","['asthenic conditions', ['a08.001.001'], 1]","['neoplasm related morbidities', ['a16.032'], 2]","['appetite and general nutritional disorders', ['a14.003'], 2]","['general system disorders nec', ['a08.001'], 2]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['phlebitis superficial', ['a24.005.003.004'], 0]","['phlebitis nec', ['a24.005.003'], 1]","['vascular inflammations', ['a24.005'], 2]","['vascular disorders', ['a24'], 3]"
"['tension headache', ['a17.014.001.004'], 0]","['headaches nec', ['a17.014.001'], 1]","['headaches', ['a17.014'], 2]","['nervous system disorders', ['a17'], 3]"
"['blood lactate dehydrogenase increased', ['a13.004.002.002'], 0]","['tissue enzyme analyses nec', ['a13.004.002'], 1]","['enzyme investigations nec', ['a13.004'], 2]","['investigations', ['a13'], 3]"
"['eyelid irritation', ['a23.003.004.023', 'a06.004.004.007'], 0]","['dermatitis and eczema', ['a23.003.004'], 1]","['lid, lash and lacrimal infections, irritations and inflammations', ['a06.004.004'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['eye disorders', ['a06'], 3]"
"['tachycardia', ['a02.003.002.007'], 0]","['rate and rhythm disorders nec', ['a02.003.002'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['platelet count decreased', ['a13.001.004.001'], 0]","['platelet analyses', ['a13.001.004'], 1]","['haematology investigations (incl blood groups)', ['a13.001'], 2]","['investigations', ['a13'], 3]"
"['oesophageal spasm', ['a07.002.004.004'], 0]","['gastrointestinal spastic and hypermotility disorders', ['a07.002.004'], 1]","['gastrointestinal motility and defaecation conditions', ['a07.002'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['atrioventricular block first degree', ['a02.003.001.004'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['liver injury', ['a09.001.007.022', 'a12.001.002.003'], 0]","['hepatocellular damage and hepatitis nec', ['a09.001.007'], 1]","['abdominal injuries nec', ['a12.001.002'], 1]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['injuries nec', ['a12.001'], 2]","['hepatobiliary disorders', ['a09'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['post procedural haemorrhage', ['a24.007.001.014', 'a12.002.005.004'], 0]","['haemorrhages nec', ['a24.007.001'], 1]","['non-site specific procedural complications', ['a12.002.005'], 1]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['procedural related injuries and complications nec', ['a12.002'], 2]","['vascular disorders', ['a24'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['ulcer', ['a08.003.006.001'], 0]","['ulcers nec', ['a08.003.006'], 1]","['tissue disorders nec', ['a08.003'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['retinal oedema', ['a24.003.007.006', 'a06.004.006.007'], 0]","['ocular vascular disorders nec', ['a24.003.007'], 1]","['retinal, choroid and vitreous infections and inflammations', ['a06.004.006'], 1]","['vascular disorders nec', ['a24.003'], 2]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['vascular disorders', ['a24'], 3]","['eye disorders', ['a06'], 3]"
"['injection site extravasation', ['a12.007.003.002', 'a08.002.003.002'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['sinus headache', ['a22.002.005.023', 'a17.014.001.002'], 0]","['upper respiratory tract signs and symptoms', ['a22.002.005'], 1]","['headaches nec', ['a17.014.001'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['headaches', ['a17.014'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]","['nervous system disorders', ['a17'], 3]"
"['prothrombin level decreased', ['a13.001.002.010'], 0]","['coagulation and bleeding analyses', ['a13.001.002'], 1]","['haematology investigations (incl blood groups)', ['a13.001'], 2]","['investigations', ['a13'], 3]"
"['haemoglobin increased', ['a13.001.005.004'], 0]","['red blood cell analyses', ['a13.001.005'], 1]","['haematology investigations (incl blood groups)', ['a13.001'], 2]","['investigations', ['a13'], 3]"
"['tinea pedis', ['a23.009.002.008', 'a11.003.008.004'], 0]","['skin and subcutaneous tissue fungal infections', ['a23.009.002'], 1]","['tinea infections', ['a11.003.008'], 1]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['fungal infectious disorders', ['a11.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['infections and infestations', ['a11'], 3]"
"['irritable bowel syndrome', ['a19.017.001.003', 'a07.002.004.003'], 0]","['somatoform disorders', ['a19.017.001'], 1]","['gastrointestinal spastic and hypermotility disorders', ['a07.002.004'], 1]","['somatoform and factitious disorders', ['a19.017'], 2]","['gastrointestinal motility and defaecation conditions', ['a07.002'], 2]","['psychiatric disorders', ['a19'], 3]","['gastrointestinal disorders', ['a07'], 3]"
"['affective disorder', ['a19.004.004.001'], 0]","['mood disorders nec', ['a19.004.004'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['red blood cell abnormality', ['a01.007.002.006'], 0]","['red blood cell abnormal findings nec', ['a01.007.002'], 1]","['red blood cell disorders', ['a01.007'], 2]","['blood and lymphatic system disorders', ['a01'], 3]"
"['anhidrosis', ['a23.002.003.001'], 0]","['apocrine and eccrine gland disorders', ['a23.002.003'], 1]","['skin appendage conditions', ['a23.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['early satiety', ['a08.001.009.004', 'a07.001.006.027', 'a14.003.001.010'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['gastrointestinal signs and symptoms nec', ['a07.001.006'], 1]","['appetite disorders', ['a14.003.001'], 1]","['general system disorders nec', ['a08.001'], 2]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['appetite and general nutritional disorders', ['a14.003'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['gastrointestinal disorders', ['a07'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['hepatic steatosis', ['a09.001.007.003', 'a14.008.004.005'], 0]","['hepatocellular damage and hepatitis nec', ['a09.001.007'], 1]","['lipid metabolism and deposit disorders nec', ['a14.008.004'], 1]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['lipid metabolism disorders', ['a14.008'], 2]","['hepatobiliary disorders', ['a09'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['blood triglycerides increased', ['a13.012.003.001'], 0]","['triglyceride analyses', ['a13.012.003'], 1]","['lipid analyses', ['a13.012'], 2]","['investigations', ['a13'], 3]"
"['dermatitis acneiform', ['a23.002.001.004'], 0]","['acnes', ['a23.002.001'], 1]","['skin appendage conditions', ['a23.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['recall phenomenon', ['a23.003.007.005', 'a12.002.006.001'], 0]","['exfoliative conditions', ['a23.003.007'], 1]","['skin procedural complications', ['a12.002.006'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['procedural related injuries and complications nec', ['a12.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['lipoedema', 0, 0]"
"['prostate cancer', ['a21.004.002.002', 'a16.025.001.001'], 0]","['prostatic neoplasms and hypertrophy', ['a21.004.002'], 1]","['prostatic neoplasms malignant', ['a16.025.001'], 1]","['prostatic disorders (excl infections and inflammations)', ['a21.004'], 2]","['reproductive neoplasms male malignant and unspecified', ['a16.025'], 2]","['reproductive system and breast disorders', ['a21'], 3]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]"
"['gouty arthritis', ['a14.009.001.004', 'a15.001.006.004'], 0]","['disorders of purine metabolism', ['a14.009.001'], 1]","['crystal arthropathic disorders', ['a15.001.006'], 1]","['purine and pyrimidine metabolism disorders', ['a14.009'], 2]","['joint disorders', ['a15.001'], 2]","['metabolism and nutrition disorders', ['a14'], 3]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['rosacea', ['a23.002.008.001'], 0]","['rosaceas', ['a23.002.008'], 1]","['skin appendage conditions', ['a23.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['pancreatitis', ['a07.018.001.001'], 0]","['acute and chronic pancreatitis', ['a07.018.001'], 1]","['exocrine pancreas conditions', ['a07.018'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['stillbirth', ['a18.001.002.002', 'a08.004.001.006'], 0]","['stillbirth and foetal death', ['a18.001.002'], 1]","['death and sudden death', ['a08.004.001'], 1]","['abortions and stillbirth', ['a18.001'], 2]","['fatal outcomes', ['a08.004'], 2]","['pregnancy, puerperium and perinatal conditions', ['a18'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['tachypnoea', ['a22.002.001.014'], 0]","['breathing abnormalities', ['a22.002.001'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['glucose tolerance decreased', ['a13.002.002.004'], 0]","['carbohydrate tolerance analyses (incl diabetes)', ['a13.002.002'], 1]","['metabolic, nutritional and blood gas investigations', ['a13.002'], 2]","['investigations', ['a13'], 3]"
"['nervous system disorder', ['a17.002.010.001'], 0]","['nervous system disorders nec', ['a17.002.010'], 1]","['neurological disorders nec', ['a17.002'], 2]","['nervous system disorders', ['a17'], 3]"
