"['dysmenorrhoea', ['a21.001.001.002'], 0]","['menstruation and uterine bleeding nec', ['a21.001.001'], 1]","['menstrual cycle and uterine bleeding disorders', ['a21.001'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['dyspareunia', ['a21.003.002.016', 'a19.008.005.004'], 0]","['sexual function and fertility disorders nec', ['a21.003.002'], 1]","['sexual dysfunction nec', ['a19.008.005'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['sexual dysfunctions, disturbances and gender identity disorders', ['a19.008'], 2]","['reproductive system and breast disorders', ['a21'], 3]","['psychiatric disorders', ['a19'], 3]"
"['dyspepsia', ['a07.001.002.001'], 0]","['dyspeptic signs and symptoms', ['a07.001.002'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['dysphagia', ['a07.001.006.003'], 0]","['gastrointestinal signs and symptoms nec', ['a07.001.006'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['dysphonia', ['a19.019.003.002', 'a17.002.008.004', 'a22.002.005.005'], 0]","['speech articulation and rhythm disturbances', ['a19.019.003'], 1]","['speech and language abnormalities', ['a17.002.008'], 1]","['upper respiratory tract signs and symptoms', ['a22.002.005'], 1]","['communication disorders and disturbances', ['a19.019'], 2]","['neurological disorders nec', ['a17.002'], 2]","['respiratory disorders nec', ['a22.002'], 2]","['psychiatric disorders', ['a19'], 3]","['nervous system disorders', ['a17'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['dysphoria', ['a19.004.002.004'], 0]","['emotional and mood disturbances nec', ['a19.004.002'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['dyspnoea', ['a02.001.003.002', 'a22.002.001.004'], 0]","['dyspnoeas', ['a02.001.003'], 1]","['breathing abnormalities', ['a22.002.001'], 1]","['cardiac disorder signs and symptoms', ['a02.001'], 2]","['respiratory disorders nec', ['a22.002'], 2]","['cardiac disorders', ['a02'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['dyspnoea exertional', ['a02.001.003.003', 'a22.002.001.005'], 0]","['dyspnoeas', ['a02.001.003'], 1]","['breathing abnormalities', ['a22.002.001'], 1]","['cardiac disorder signs and symptoms', ['a02.001'], 2]","['respiratory disorders nec', ['a22.002'], 2]","['cardiac disorders', ['a02'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['dysuria', ['a20.002.002.002'], 0]","['bladder and urethral symptoms', ['a20.002.002'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['ear disorder', ['a04.003.001.001'], 0]","['ear disorders nec', ['a04.003.001'], 1]","['aural disorders nec', ['a04.003'], 2]","['ear and labyrinth disorders', ['a04'], 3]"
"['ear infection', ['a04.003.001.006', 'a11.001.005.001'], 0]","['ear disorders nec', ['a04.003.001'], 1]","['ear infections', ['a11.001.005'], 1]","['aural disorders nec', ['a04.003'], 2]","['infections - pathogen unspecified', ['a11.001'], 2]","['ear and labyrinth disorders', ['a04'], 3]","['infections and infestations', ['a11'], 3]"
"['ear pain', ['a04.003.001.003'], 0]","['ear disorders nec', ['a04.003.001'], 1]","['aural disorders nec', ['a04.003'], 2]","['ear and labyrinth disorders', ['a04'], 3]"
"['ecchymosis', ['a24.007.006.002', 'a23.006.001.001', 'a01.001.003.001'], 0]","['bruising, ecchymosis and purpura', ['a24.007.006'], 1]","['purpura and related conditions', ['a23.006.001'], 1]","['bleeding tendencies', ['a01.001.003'], 1]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['skin vascular abnormalities', ['a23.006'], 2]","['coagulopathies and bleeding diatheses (excl thrombocytopenic)', ['a01.001'], 2]","['vascular disorders', ['a24'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['blood and lymphatic system disorders', ['a01'], 3]"
"['eczema', ['a23.003.004.006'], 0]","['dermatitis and eczema', ['a23.003.004'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['ejaculation delayed', ['a21.003.001.001'], 0]","['erection and ejaculation conditions and disorders', ['a21.003.001'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['ejaculation disorder', ['a21.003.001.002'], 0]","['erection and ejaculation conditions and disorders', ['a21.003.001'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['ejaculation failure', ['a21.003.001.003'], 0]","['erection and ejaculation conditions and disorders', ['a21.003.001'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['electrocardiogram abnormal', ['a13.014.005.001'], 0]","['ecg investigations', ['a13.014.005'], 1]","['cardiac and vascular investigations (excl enzyme tests)', ['a13.014'], 2]","['investigations', ['a13'], 3]"
"['electrocardiogram qt prolonged', ['a13.014.005.004'], 0]","['ecg investigations', ['a13.014.005'], 1]","['cardiac and vascular investigations (excl enzyme tests)', ['a13.014'], 2]","['investigations', ['a13'], 3]"
"['electrocardiogram st segment depression', ['a13.014.005.005'], 0]","['ecg investigations', ['a13.014.005'], 1]","['cardiac and vascular investigations (excl enzyme tests)', ['a13.014'], 2]","['investigations', ['a13'], 3]"
"['electroencephalogram abnormal', ['a13.007.003.001'], 0]","['neurologic diagnostic procedures', ['a13.007.003'], 1]","['neurological, special senses and psychiatric investigations', ['a13.007'], 2]","['investigations', ['a13'], 3]"
"['electrolyte imbalance', ['a14.005.001.002'], 0]","['electrolyte imbalance nec', ['a14.005.001'], 1]","['electrolyte and fluid balance conditions', ['a14.005'], 2]","['metabolism and nutrition disorders', ['a14'], 3]"
"['embolism', ['a24.001.001.009'], 0]","['non-site specific embolism and thrombosis', ['a24.001.001'], 1]","['embolism and thrombosis', ['a24.001'], 2]","['vascular disorders', ['a24'], 3]"
"['embolism venous', ['a24.001.001.003'], 0]","['non-site specific embolism and thrombosis', ['a24.001.001'], 1]","['embolism and thrombosis', ['a24.001'], 2]","['vascular disorders', ['a24'], 3]"
"['emotional disorder', ['a19.004.002.005'], 0]","['emotional and mood disturbances nec', ['a19.004.002'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['emphysema', ['a22.001.002.002'], 0]","['parenchymal lung disorders nec', ['a22.001.002'], 1]","['lower respiratory tract disorders (excl obstruction and infection)', ['a22.001'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['encephalopathy', ['a17.013.002.001'], 0]","['encephalopathies nec', ['a17.013.002'], 1]","['encephalopathies', ['a17.013'], 2]","['nervous system disorders', ['a17'], 3]"
"['endocrine disorder', ['a05.009.001.001'], 0]","['endocrine disorders nec', ['a05.009.001'], 1]","['endocrine and glandular disorders nec', ['a05.009'], 2]","['endocrine disorders', ['a05'], 3]"
"['endometrial disorder', ['a21.007.001.001'], 0]","['uterine disorders nec', ['a21.007.001'], 1]","['uterine, pelvic and broad ligament disorders', ['a21.007'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['endophthalmitis', ['a06.004.005.009', 'a11.001.006.003'], 0]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['eye and eyelid infections', ['a11.001.006'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['infections - pathogen unspecified', ['a11.001'], 2]","['eye disorders', ['a06'], 3]","['infections and infestations', ['a11'], 3]"
"['enteritis', ['a07.008.003.002'], 0]","['gastrointestinal inflammatory disorders nec', ['a07.008.003'], 1]","['gastrointestinal inflammatory conditions', ['a07.008'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['enterocolitis', ['a07.008.003.003'], 0]","['gastrointestinal inflammatory disorders nec', ['a07.008.003'], 1]","['gastrointestinal inflammatory conditions', ['a07.008'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['enuresis', ['a20.002.002.003', 'a19.007.004.001'], 0]","['bladder and urethral symptoms', ['a20.002.002'], 1]","['psychiatric elimination disorders', ['a19.007.004'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['psychiatric disorders nec', ['a19.007'], 2]","['renal and urinary disorders', ['a20'], 3]","['psychiatric disorders', ['a19'], 3]"
"['eosinophilia', ['a01.002.004.001'], 0]","['eosinophilic disorders', ['a01.002.004'], 1]","['white blood cell disorders', ['a01.002'], 2]","['blood and lymphatic system disorders', ['a01'], 3]"
"['epididymitis', ['a11.001.019.005', 'a21.009.002.001'], 0]","['male reproductive tract infections', ['a11.001.019'], 1]","['testicular and epididymal infections and inflammations', ['a21.009.002'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['male reproductive tract infections and inflammations', ['a21.009'], 2]","['infections and infestations', ['a11'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['epigastric discomfort', ['a07.001.002.004'], 0]","['dyspeptic signs and symptoms', ['a07.001.002'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['epistaxis', ['a24.007.001.005', 'a22.004.003.001'], 0]","['haemorrhages nec', ['a24.007.001'], 1]","['nasal disorders nec', ['a22.004.003'], 1]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['upper respiratory tract disorders (excl infections)', ['a22.004'], 2]","['vascular disorders', ['a24'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['erectile dysfunction', ['a19.008.004.001', 'a21.003.001.007'], 0]","['sexual arousal disorders', ['a19.008.004'], 1]","['erection and ejaculation conditions and disorders', ['a21.003.001'], 1]","['sexual dysfunctions, disturbances and gender identity disorders', ['a19.008'], 2]","['sexual function and fertility disorders', ['a21.003'], 2]","['psychiatric disorders', ['a19'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['eructation', ['a07.001.002.003'], 0]","['dyspeptic signs and symptoms', ['a07.001.002'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['erythema', ['a23.003.006.001'], 0]","['erythemas', ['a23.003.006'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['erythema multiforme', ['a23.003.001.003', 'a10.001.003.015'], 0]","['bullous conditions', ['a23.003.001'], 1]","['allergic conditions nec', ['a10.001.003'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['allergic conditions', ['a10.001'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['immune system disorders', ['a10'], 3]"
"['erythema nodosum', ['a23.007.002.001', 'a10.002.001.020'], 0]","['panniculitides', ['a23.007.002'], 1]","['immune and associated conditions nec', ['a10.002.001'], 1]","['skin and subcutaneous tissue disorders nec', ['a23.007'], 2]","['immune disorders nec', ['a10.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['immune system disorders', ['a10'], 3]"
"['erythema of eyelid', ['a06.004.004.003', 'a23.003.006.006'], 0]","['lid, lash and lacrimal infections, irritations and inflammations', ['a06.004.004'], 1]","['erythemas', ['a23.003.006'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['eye disorders', ['a06'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['euphoric mood', ['a19.004.002.006'], 0]","['emotional and mood disturbances nec', ['a19.004.002'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['excoriation', ['a23.003.011.003', 'a12.001.006.007'], 0]","['skin injuries and mechanical dermatoses', ['a23.003.011'], 1]","['skin injuries nec', ['a12.001.006'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['injuries nec', ['a12.001'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['exophthalmos', ['a05.002.002.002', 'a06.009.004.001'], 0]","['thyroid hyperfunction disorders', ['a05.002.002'], 1]","['structural change, deposit and degeneration of eye nec', ['a06.009.004'], 1]","['thyroid gland disorders', ['a05.002'], 2]","['ocular structural change, deposit and degeneration nec', ['a06.009'], 2]","['endocrine disorders', ['a05'], 3]","['eye disorders', ['a06'], 3]"
"['exostosis', ['a15.002.004.005'], 0]","['bone disorders nec', ['a15.002.004'], 1]","['bone disorders (excl congenital and fractures)', ['a15.002'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['extrapyramidal disorder', ['a17.001.002.007'], 0]","['dyskinesias and movement disorders nec', ['a17.001.002'], 1]","['movement disorders (incl parkinsonism)', ['a17.001'], 2]","['nervous system disorders', ['a17'], 3]"
"['extrasystoles', ['a02.003.002.003'], 0]","['rate and rhythm disorders nec', ['a02.003.002'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['extravasation', ['a08.001.003.008'], 0]","['general signs and symptoms nec', ['a08.001.003'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['eye discharge', ['a06.004.005.001'], 0]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['eye disorders', ['a06'], 3]"
"['eye disorder', ['a06.008.003.001'], 0]","['ocular disorders nec', ['a06.008.003'], 1]","['eye disorders nec', ['a06.008'], 2]","['eye disorders', ['a06'], 3]"
"['eye haemorrhage', ['a06.007.002.001', 'a24.007.005.002'], 0]","['ocular bleeding and vascular disorders nec', ['a06.007.002'], 1]","['ocular haemorrhagic disorders', ['a24.007.005'], 1]","['ocular haemorrhages and vascular disorders nec', ['a06.007'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['eye disorders', ['a06'], 3]","['vascular disorders', ['a24'], 3]"
"['eye infection', ['a11.001.006.001', 'a06.004.005.007'], 0]","['eye and eyelid infections', ['a11.001.006'], 1]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['infections and infestations', ['a11'], 3]","['eye disorders', ['a06'], 3]"
"['eye irritation', ['a06.004.005.003'], 0]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['eye disorders', ['a06'], 3]"
"['eye oedema', ['a06.008.003.013'], 0]","['ocular disorders nec', ['a06.008.003'], 1]","['eye disorders nec', ['a06.008'], 2]","['eye disorders', ['a06'], 3]"
"['eye pain', ['a06.008.003.002'], 0]","['ocular disorders nec', ['a06.008.003'], 1]","['eye disorders nec', ['a06.008'], 2]","['eye disorders', ['a06'], 3]"
"['eye pruritus', ['a06.004.005.006'], 0]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['eye disorders', ['a06'], 3]"
"['eye swelling', ['a06.008.003.003'], 0]","['ocular disorders nec', ['a06.008.003'], 1]","['eye disorders nec', ['a06.008'], 2]","['eye disorders', ['a06'], 3]"
"['eyelid oedema', ['a23.004.001.003', 'a06.004.004.004', 'a10.001.005.001'], 0]","['angioedemas', ['a10.001.005', 'a23.004.001'], 1]","['lid, lash and lacrimal infections, irritations and inflammations', ['a06.004.004'], 1]","['allergic conditions', ['a10.001'], 2]","['angioedema and urticaria', ['a23.004'], 2]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['immune system disorders', ['a10'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['eye disorders', ['a06'], 3]"
"['face oedema', ['a08.001.007.003', 'a10.001.005.002', 'a23.004.001.004'], 0]","['oedema nec', ['a08.001.007'], 1]","['angioedemas', ['a10.001.005', 'a23.004.001'], 1]","['general system disorders nec', ['a08.001'], 2]","['allergic conditions', ['a10.001'], 2]","['angioedema and urticaria', ['a23.004'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['immune system disorders', ['a10'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['faecalith', ['a07.001.003.007'], 0]","['faecal abnormalities nec', ['a07.001.003'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['faecaloma', ['a07.001.003.004'], 0]","['faecal abnormalities nec', ['a07.001.003'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['faeces discoloured', ['a07.001.003.002'], 0]","['faecal abnormalities nec', ['a07.001.003'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['fasting', ['a26.001.002.001'], 0]","['dietary and nutritional issues', ['a26.001.002'], 1]","['lifestyle issues', ['a26.001'], 2]","['social circumstances', ['a26'], 3]"
"['fatigue', ['a08.001.001.002'], 0]","['asthenic conditions', ['a08.001.001'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['febrile neutropenia', ['a08.005.002.004', 'a01.002.003.002'], 0]","['febrile disorders', ['a08.005.002'], 1]","['neutropenias', ['a01.002.003'], 1]","['body temperature conditions', ['a08.005'], 2]","['white blood cell disorders', ['a01.002'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['blood and lymphatic system disorders', ['a01'], 3]"
"['feeling abnormal', ['a08.001.009.014'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['feeling cold', ['a08.001.009.008'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['feeling drunk', ['a08.001.009.015'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['feeling hot', ['a08.001.009.009'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['feeling jittery', ['a08.001.009.016'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['fibrocystic breast disease', ['a16.014.001.003', 'a21.005.001.002'], 0]","['breast and nipple neoplasms benign', ['a16.014.001'], 1]","['benign and malignant breast neoplasms', ['a21.005.001'], 1]","['breast neoplasms benign (incl nipple)', ['a16.014'], 2]","['breast disorders', ['a21.005'], 2]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['flank pain', ['a15.003.004.003', 'a08.001.008.007', 'a20.002.003.006'], 0]","['musculoskeletal and connective tissue pain and discomfort', ['a15.003.004'], 1]","['pain and discomfort nec', ['a08.001.008'], 1]","['urinary tract signs and symptoms nec', ['a20.002.003'], 1]","['musculoskeletal and connective tissue disorders nec', ['a15.003'], 2]","['general system disorders nec', ['a08.001'], 2]","['urinary tract signs and symptoms', ['a20.002'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['renal and urinary disorders', ['a20'], 3]"
"['flat affect', ['a19.004.001.004'], 0]","['affect alterations nec', ['a19.004.001'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['flatulence', ['a07.001.004.002'], 0]","['flatulence, bloating and distension', ['a07.001.004'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['fluid overload', ['a02.005.004.004', 'a14.005.006.001'], 0]","['heart failure signs and symptoms', ['a02.005.004'], 1]","['total fluid volume increased', ['a14.005.006'], 1]","['heart failures', ['a02.005'], 2]","['electrolyte and fluid balance conditions', ['a14.005'], 2]","['cardiac disorders', ['a02'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['fluid retention', ['a14.005.006.002', 'a20.001.002.003'], 0]","['total fluid volume increased', ['a14.005.006'], 1]","['renal disorders nec', ['a20.001.002'], 1]","['electrolyte and fluid balance conditions', ['a14.005'], 2]","['renal disorders (excl nephropathies)', ['a20.001'], 2]","['metabolism and nutrition disorders', ['a14'], 3]","['renal and urinary disorders', ['a20'], 3]"
"['flushing', ['a24.003.001.002', 'a08.001.003.025', 'a23.006.005.003'], 0]","['peripheral vascular disorders nec', ['a24.003.001'], 1]","['general signs and symptoms nec', ['a08.001.003'], 1]","['skin vasomotor conditions', ['a23.006.005'], 1]","['vascular disorders nec', ['a24.003'], 2]","['general system disorders nec', ['a08.001'], 2]","['skin vascular abnormalities', ['a23.006'], 2]","['vascular disorders', ['a24'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['foetor hepaticus', ['a07.001.006.026', 'a09.001.005.006'], 0]","['gastrointestinal signs and symptoms nec', ['a07.001.006'], 1]","['hepatobiliary signs and symptoms', ['a09.001.005'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['gastrointestinal disorders', ['a07'], 3]","['hepatobiliary disorders', ['a09'], 3]"
"['folliculitis', ['a23.009.001.003', 'a11.002.001.002'], 0]","['skin and subcutaneous tissue bacterial infections', ['a23.009.001'], 1]","['bacterial infections nec', ['a11.002.001'], 1]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['bacterial infectious disorders', ['a11.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['infections and infestations', ['a11'], 3]"
"['fracture', ['a12.004.002.001', 'a15.008.002.001'], 0]","['fractures and dislocations nec', ['a12.004.002'], 1]","['fractures nec', ['a15.008.002'], 1]","['bone and joint injuries', ['a12.004'], 2]","['fractures', ['a15.008'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['functional gastrointestinal disorder', 0, 0]"
"['fungal infection', ['a11.003.005.001'], 0]","['fungal infections nec', ['a11.003.005'], 1]","['fungal infectious disorders', ['a11.003'], 2]","['infections and infestations', ['a11'], 3]"
"['fungal skin infection', ['a23.009.002.001', 'a11.003.005.002'], 0]","['skin and subcutaneous tissue fungal infections', ['a23.009.002'], 1]","['fungal infections nec', ['a11.003.005'], 1]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['fungal infectious disorders', ['a11.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['infections and infestations', ['a11'], 3]"
"['furuncle', ['a11.002.005.008', 'a23.009.001.004'], 0]","['staphylococcal infections', ['a11.002.005'], 1]","['skin and subcutaneous tissue bacterial infections', ['a23.009.001'], 1]","['bacterial infectious disorders', ['a11.002'], 2]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['infections and infestations', ['a11'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['gait disturbance', ['a08.001.002.002', 'a17.002.005.016'], 0]","['gait disturbances', ['a08.001.002'], 1]","['neurological signs and symptoms nec', ['a17.002.005'], 1]","['general system disorders nec', ['a08.001'], 2]","['neurological disorders nec', ['a17.002'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['nervous system disorders', ['a17'], 3]"
"['galactorrhoea', ['a05.003.004.002', 'a21.005.002.002'], 0]","['hypothalamic and pituitary disorders nec', ['a05.003.004'], 1]","['lactation disorders', ['a21.005.002'], 1]","['hypothalamus and pituitary gland disorders', ['a05.003'], 2]","['breast disorders', ['a21.005'], 2]","['endocrine disorders', ['a05'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['gamma-glutamyltransferase increased', ['a13.003.001.011'], 0]","['liver function analyses', ['a13.003.001'], 1]","['hepatobiliary investigations', ['a13.003'], 2]","['investigations', ['a13'], 3]"
"['gangrene', ['a11.002.001.003', 'a24.004.005.003', 'a23.006.006.001'], 0]","['bacterial infections nec', ['a11.002.001'], 1]","['musculoskeletal necrosis and vascular insufficiency', ['a24.004.005'], 1]","['skin ischaemic conditions', ['a23.006.006'], 1]","['bacterial infectious disorders', ['a11.002'], 2]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['skin vascular abnormalities', ['a23.006'], 2]","['infections and infestations', ['a11'], 3]","['vascular disorders', ['a24'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['gastric ulcer', ['a07.004.003.002'], 0]","['gastric ulcers and perforation', ['a07.004.003'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastritis', ['a07.008.002.001'], 0]","['gastritis (excl infective)', ['a07.008.002'], 1]","['gastrointestinal inflammatory conditions', ['a07.008'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastroenteritis', ['a07.019.003.001', 'a11.001.007.004'], 0]","['gastric and gastroenteric infections', ['a07.019.003'], 1]","['abdominal and gastrointestinal infections', ['a11.001.007'], 1]","['gastrointestinal infections', ['a07.019'], 2]","['infections - pathogen unspecified', ['a11.001'], 2]","['gastrointestinal disorders', ['a07'], 3]","['infections and infestations', ['a11'], 3]"
"['gastrointestinal carcinoma', ['a16.013.004.001', 'a07.021.003.001'], 0]","['gastrointestinal neoplasms malignant nec', ['a16.013.004'], 1]","['malignant miscellaneous gastrointestinal neoplasms', ['a07.021.003'], 1]","['gastrointestinal neoplasms malignant and unspecified', ['a16.013'], 2]","['malignant and unspecified neoplasms gastrointestinal nec', ['a07.021'], 2]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrointestinal disorder', ['a07.011.001.001'], 0]","['gastrointestinal disorders nec', ['a07.011.001'], 1]","['gastrointestinal conditions nec', ['a07.011'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrointestinal haemorrhage', ['a07.012.002.001', 'a24.007.002.009'], 0]","['non-site specific gastrointestinal haemorrhages', ['a07.012.002'], 1]","['gastrointestinal haemorrhages', ['a24.007.002'], 1]","['gastrointestinal haemorrhages nec', ['a07.012'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['gastrointestinal disorders', ['a07'], 3]","['vascular disorders', ['a24'], 3]"
"['gastrointestinal infection', ['a11.001.007.012', 'a07.019.002.005'], 0]","['abdominal and gastrointestinal infections', ['a11.001.007'], 1]","['gastrointestinal infections, site unspecified', ['a07.019.002'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['gastrointestinal infections', ['a07.019'], 2]","['infections and infestations', ['a11'], 3]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrointestinal pain', ['a07.001.005.005'], 0]","['gastrointestinal and abdominal pains (excl oral and throat)', ['a07.001.005'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrointestinal perforation', ['a07.004.004.001'], 0]","['gastrointestinal ulcers and perforation, site unspecified', ['a07.004.004'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrointestinal ulcer', ['a07.004.004.002'], 0]","['gastrointestinal ulcers and perforation, site unspecified', ['a07.004.004'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['gastrooesophageal reflux disease', ['a07.002.002.003'], 0]","['gastrointestinal atonic and hypomotility disorders nec', ['a07.002.002'], 1]","['gastrointestinal motility and defaecation conditions', ['a07.002'], 2]","['gastrointestinal disorders', ['a07'], 3]"
